name,genus,name,Deer1,Deer2,DeerSp,Native,Habitat,duration,height,minffd,mintemp,sdabun,sdperiod,sdsprdrate,sdvigor,vegsprdrate,seedwt,ThorMFD,HosmMFD,PrimMFD,WinterTemp,absWinterTemp,TPdeltaFlwr,HPdeltaFlwr,HPdeltaFlwr_2,THdeltaFlwr,syndrome1,syndrome2,syndromeBinary,sexuality,symmetry,nectaries,size,AvgLat,MinLat,tMinLat,MaxLat,tMaxlat,SDLat,tSDLat,tseedwt,tsize,tminffd,theight,habit,HabiatBinary,GF,Decid_Egreen,Needle_Broad,C3C4,N2fixer,logLL,logLMA,logNmass,logNarea,logPmass,logParea,logAmass,logAarea,logGs,logRdmass,logRdarea
Lilium_philadelphicum,Lilium,philadelphicum,NA,NA,NA,0,1,2,0.8,127,-46,NA,NA,NA,NA,NA,NA,185.5,188.0625,168,NA,NA,17.5,20.0625,20.0625,2.5625,3,3,1,0,0,1,7.6,42.52360587,32.6226,1.513518571,55.833,1.746890964,3.220870024,0.5079732,NA,0.880813592,11.26942767,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lobelia_spicata,Lobelia,spicata,NA,NA,NA,0,3,1,1,127,-52,NA,NA,NA,NA,NA,0.11,182,180.75,NA,NA,NA,NA,NA,NA,-1.25,7,3,1,0,1,1,1.3,39.64260177,30.149,1.479272912,51.617,1.71279276,3.976017432,0.59944828,-0.958607315,0.113943352,11.26942767,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Menyanthes_trifoliata,Menyanthes,trifoliata,NA,NA,NA,0,4,3,0.8,100,-52,2,1,1,2,3,2.7,144,137.6666667,NA,-0.3,0.3,NA,NA,NA,-6.333333333,10,2,1,0,0,1,1.9,43.93348253,18,1.255272505,59.683,1.775850645,3.57477898,0.553249196,0.431363764,0.278753601,10,-0.096910013,3,1,H,NA,NA,NA,N,NA,1.629973408,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monarda_bradburiana,Monarda,bradburiana,NA,NA,NA,0,3,3,4.9,150,-46,2,2,1,2,2,0.315,215.6666667,197.5714286,NA,NA,NA,NA,NA,NA,-18.0952381,3,3,1,0,1,1,1.9,37.46331109,30.2686,1.480992334,41.8981,1.622194329,1.604590635,0.205364253,-0.501689446,0.278753601,12.24744871,0.69019608,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pedicularis_canadensis,Pedicularis,canadensis,NA,NA,NA,0,1,3,1.3,120,-46,1,2,1,1,0,1.285,139.5,136.5,NA,-0.1,0.1,NA,NA,NA,-3,7,3,1,0,1,1,1.9,39.34209868,28.7844,1.459157181,48.7757,1.688203511,3.939464358,0.595437176,0.108903128,0.278753601,10.95445115,0.113943352,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera_clavellata,Platanthera,clavellata,NA,NA,NA,0,4,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,214.3333333,196.5714286,NA,NA,NA,NA,NA,NA,-17.76190476,5,3,1,0,1,1,0.6,39.30191691,29.4513,1.46910447,49.783,1.697081064,4.349144174,0.638403805,NA,-0.22184875,NA,-0.397940009,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygala_verticillata,Polygala,verticillata,NA,NA,NA,0,3,3,0.4,225,-45,NA,NA,NA,NA,NA,0.314,223.6666667,211.2666667,NA,-0.2,0.2,NA,NA,NA,-12.4,7,3,1,0,1,1,0.6,39.03217954,26.9265,1.430179906,48.7903,1.688333488,3.966117766,0.598365606,-0.503070352,-0.22184875,15,-0.397940009,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prenanthes_alba,Prenanthes,alba,NA,NA,NA,0,1,3,1.5,225,-45,NA,NA,NA,NA,NA,NA,213,204.1333333,NA,-0.2,0.2,NA,NA,NA,-8.866666667,10,2,1,0,0,1,1.9,42.49873181,35.1984,1.546522922,55.833,1.746890964,3.004059063,0.477708467,NA,0.278753601,15,0.176091259,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prenanthes_serpentaria,Prenanthes,serpentaria,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.2666667,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,36.87197128,30.2328,1.480478371,44.6871,1.650182172,2.935814345,0.467728588,NA,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnanthemum_incanum,Pycnanthemum,incanum,NA,NA,NA,0,1,3,1,225,-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,1,1,3.8,37.95257379,30.6843,1.48691622,43.3682,1.637171397,2.719146045,0.434432534,NA,0.579783597,15,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnanthemum_muticum,Pycnanthemum,muticum,NA,NA,NA,0,3,3,0.8,127,-46,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,1,1,0.6,37.37718962,29.8138,1.474417334,44.6871,1.650182172,3.514476653,0.545860663,-0.397940009,-0.22184875,11.26942767,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus_flabellaris,Ranunculus,flabellaris,yes,yes,NA,0,5,3,0.5,225,-45,NA,NA,NA,NA,NA,NA,147.1666667,153.7857143,NA,NA,NA,NA,NA,NA,6.619047619,10,2,1,0,0,1,1.9,41.694105,32.4175,1.51077952,48.8093,1.688502579,3.187724126,0.503480729,NA,0.278753601,15,-0.301029996,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus_flammula,Ranunculus,flammula,yes,yes,NA,0,4,3,0.3,NA,NA,NA,NA,NA,NA,NA,18.144,168.8,180.1538462,NA,NA,NA,NA,NA,NA,11.35384615,10,2,1,0,0,1,1,46.2840202,34.0164,1.53168835,70,1.84509804,6.743694139,0.828897865,1.258733037,0,NA,-0.522878745,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ribes_hirtellum,Ribes,hirtellum,NA,NA,NA,0,1,3,1,127,-52,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,0.5,43.58418131,38.3424,1.583679294,48.7917,1.68834595,2.2572891,0.353587185,0.176091259,-0.301029996,11.26942767,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericocarpus_linifolius,Sericocarpus,linifolius,NA,NA,NA,0,1,3,0.8,229,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.3,36.30227194,30.3892,1.482719267,42.9861,1.633328045,2.618887797,0.418116892,NA,0.113943352,15.13274595,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_uliginosa,Solidago,uliginosa,no,no,NA,0,4,3,1.5,127,-52,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.3,43.28548839,34.7762,1.541282125,51.717,1.713633324,2.593992518,0.413968719,-0.188424994,-0.522878745,11.26942767,0.176091259,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_laeve,Symphyotrichum,laeve,NA,NA,NA,0,3,3,1,NA,NA,NA,NA,NA,NA,NA,0.306,210.3333333,236.9285714,NA,NA,NA,NA,NA,NA,26.5952381,10,2,1,0,0,1,2.5,41.19401306,29.3805,1.468059182,54.383,1.735463161,4.025140624,0.604781058,-0.514278574,0.397940009,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_patens,Symphyotrichum,patens,NA,NA,NA,0,1,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,213.3333333,222.5333333,NA,-0.3,0.3,NA,NA,NA,9.2,10,2,1,0,0,1,2.5,36.01057316,28.3209,1.452107051,44.1658,1.645086101,3.068464688,0.48692113,NA,0.397940009,NA,0.176091259,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_undulatum,Symphyotrichum,undulatum,NA,NA,NA,0,1,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,225,231.8571429,NA,NA,NA,NA,NA,NA,6.857142857,10,2,1,0,0,1,1.9,37.69424071,27.9598,1.446534061,46.6484,1.668836752,3.458354282,0.538869481,NA,0.278753601,NA,0.079181246,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urtica_dioica,Urtica,dioica,NA,NA,NA,0,2,3,2,127,-52,NA,NA,NA,NA,NA,0.13,181.6666667,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,2,0,0,0.3,42.24417101,29.676,1.472405362,63.268,1.801184106,3.782288827,0.57775469,-0.886056648,-0.522878745,11.26942767,0.301029996,3,1,H,NA,NA,NA,N,NA,1.6327295,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia_inflata,Utricularia,inflata,NA,NA,NA,0,4,2,0.3,225,-35,NA,NA,NA,NA,NA,NA,212.25,182.7857143,NA,NA,NA,NA,NA,NA,-29.46428571,7,3,1,0,1,1,1.9,32.30596774,25.1171,1.399969495,47.6403,1.677974488,3.807172585,0.580602564,NA,0.278753601,15,-0.522878745,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castilleja_coccinea,Castilleja,coccinea,NA,NA,NA,0,3,1,1.6,75,-45,3,1,2,2,0,1.396,135.3333333,140.5333333,NA,NA,NA,NA,NA,NA,5.2,3,3,1,0,1,1,3.8,40.38626771,28.8492,1.460133774,48.867,1.689015678,3.887370342,0.589655917,0.144885418,0.579783597,8.660254038,0.204119983,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera_orbiculata,Platanthera,orbiculata,NA,NA,NA,0,1,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.6153846,NA,NA,NA,NA,NA,NA,NA,5,3,1,0,1,1,2.5,42.9312026,36.0787,1.557250881,62.083,1.792972695,3.858519645,0.586420716,NA,0.397940009,NA,-0.22184875,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum_punctatum,Polygonum,punctatum,yes,yes,NA,0,4,2,3.2,110,-32,2,2,2,2,0,2.25,NA,218.9333333,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.3,38.16325859,18.4833,1.266779513,48.95,1.689752696,4.628258951,0.66541765,0.352182518,-0.522878745,10.48808848,0.505149978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus_trichophyllus,Ranunculus,trichophyllus,yes,yes,NA,0,5,3,0.6,127,-47,NA,NA,NA,NA,NA,0.408,205,176.7272727,NA,NA,NA,NA,NA,NA,-28.27272727,10,2,1,0,0,1,1,45.04443863,32.7294,1.514938044,81.9,1.913283902,7.669780232,0.88478292,-0.389339837,0,11.26942767,-0.22184875,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex_orbiculatus,Rumex,orbiculatus,NA,NA,NA,0,4,3,2.5,127,-52,NA,NA,NA,NA,NA,NA,199.3333333,176.1666667,NA,NA,NA,NA,NA,NA,-23.16666667,8,1,0,0,0,0,0.3,43.04495698,38.023,1.58004638,48.7757,1.688203511,2.281184611,0.358160433,NA,-0.522878745,11.26942767,0.397940009,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagittaria_subulata,Sagittaria,subulata,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,0,1,2.5,36.39524474,25.5987,1.408217911,48.5348,1.686053244,5.221845673,0.717824033,NA,0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tephrosia_virginiana,Tephrosia,virginiana,NA,NA,NA,0,1,3,0.7,225,-43,NA,NA,NA,NA,NA,7,176.5,177.6428571,NA,NA,NA,NA,NA,NA,1.142857143,7,3,1,0,1,1,1.9,36.99315728,28.3443,1.452465736,45.0675,1.653863467,3.379865906,0.52889947,0.84509804,0.278753601,15,-0.15490196,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia_cornuta,Utricularia,cornuta,NA,NA,NA,0,4,2,0.3,127,-52,NA,NA,NA,NA,NA,0.002,195,203.1333333,NA,-0.7,0.7,NA,NA,NA,8.133333333,7,3,1,0,1,1,1.9,40.10340383,25.1171,1.399969495,59.017,1.770977129,7.071621169,0.849518987,-2.698970004,0.278753601,11.26942767,-0.522878745,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia_purpurea,Utricularia,purpurea,NA,NA,NA,0,4,2,0.2,127,-52,NA,NA,NA,NA,NA,NA,199.6666667,211.7,NA,NA,NA,NA,NA,NA,12.03333333,7,3,1,0,1,1,1.3,38.00746716,25.1171,1.399969495,48.45,1.685293781,6.513904059,0.813841358,NA,0.113943352,11.26942767,-0.698970004,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andromeda_polifolia,Andromeda,polifolia,NA,NA,NA,0,4,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,154.8333333,132.9375,NA,-0.7,0.7,NA,NA,NA,-21.89583333,7,3,1,0,0,1,0.6,44.61047995,38.322,1.583448167,59.9,1.777426822,3.601563036,0.55649102,NA,-0.22184875,NA,-0.301029996,2,NA,S,E,B,C3,N,1.168166396,2.110894091,0.191269322,0.302163413,NA,NA,NA,NA,NA,NA,NA
Asclepias_exaltata,Asclepias,exaltata,NA,NA,NA,0,1,3,1.5,127,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,1.9,NA,NA,NA,NA,NA,NA,NA,1.025305865,0,15,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubotrys_racemosa,Eubotrys,racemosa,NA,NA,NA,0,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,153,167.5,NA,NA,NA,NA,NA,NA,14.5,7,3,1,0,0,1,0.6,34.8802798,27.9598,1.446534061,41.4021,1.61702237,3.56685201,0.552285091,NA,-0.22184875,NA,0.301029996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monarda_media,Monarda,media,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,0,1,1,3.2,40.91805222,35.1263,1.545632406,45.5059,1.658067708,1.969758727,0.294413033,NA,0.505149978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moneses_uniflora,Moneses,uniflora,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.7333333,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,0,1.9,44.52561591,33.74,1.528145078,59.417,1.77391072,4.298647527,0.633331836,NA,0.278753601,NA,NA,NA,NA,S,NA,NA,NA,N,NA,1.755874856,0.309630167,0.063213226,NA,NA,NA,NA,NA,NA,NA
Platanthera_grandiflora,Platanthera,grandiflora,NA,NA,NA,0,4,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,162,168.5625,NA,NA,NA,NA,NA,NA,6.5625,5,3,1,0,1,1,2.5,41.56585171,35.0583,1.544790853,47.083,1.672864127,2.386676702,0.377793594,NA,0.397940009,NA,-0.22184875,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trillium_undulatum,Trillium,undulatum,yes,yes,NA,0,1,3,0.4,127,-52,NA,NA,NA,NA,NA,NA,155,132.5333333,NA,-0.7,0.7,NA,NA,NA,-22.46666667,10,2,1,0,0,1,6.4,41.14631615,34.7819,1.541353302,47.383,1.675622554,3.188633593,0.503604617,NA,0.806179974,11.26942767,-0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aralia_racemosa,Aralia,racemosa,no,no,NA,0,1,3,2,127,-52,NA,NA,NA,NA,NA,0.819,195.5,193.5714286,NA,NA,NA,NA,NA,NA,-1.928571429,10,2,1,0,0,1,0.6,40.52923898,30.7161,1.487366073,48.7675,1.688130493,3.224104461,0.508409105,-0.086716098,-0.22184875,11.26942767,0.301029996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctostaphylos_uvaursi,Arctostaphylos,uvaursi,NA,NA,NA,0,1,3,0.1,127,-52,NA,NA,NA,NA,NA,11.949,130.4,125.2142857,NA,NA,NA,NA,NA,NA,-5.185714286,7,3,1,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,1.077331561,-0.22184875,11.26942767,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum_canadense,Asarum,canadense,NA,NA,NA,0,1,3,0.1,127,-52,NA,NA,NA,NA,NA,13.21,NA,116,NA,-0.6,0.6,NA,NA,NA,NA,4,3,1,0,0,1,3.8,39.81746678,30.8728,1.489576019,48.7703,1.688155427,3.175247888,0.501777636,1.120902818,0.579783597,11.26942767,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulophyllum_thalictroides,Caulophyllum,thalictroides,NA,NA,NA,0,1,3,2.5,2.5,-33,1,1,1,1,0,198.6,NA,118.8666667,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.3,40.68923078,33.9797,1.53121954,48.7675,1.688130493,3.137391474,0.496568712,2.297979244,0.113943352,1.58113883,0.397940009,NA,NA,H,NA,B,C3,N,NA,1.37161107,0.764922985,0.136534055,NA,NA,2.404833717,0.770852012,2.127104798,NA,NA
Claytonia_caroliniana,Claytonia,caroliniana,yes,yes,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.7692308,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,40.91277651,34.6882,1.540181765,47.7257,1.678752307,3.580221084,0.553909846,NA,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crataegus_crusgalli,Crataegus,crusgalli,NA,NA,NA,0,3,3,10,225,-45,NA,NA,NA,NA,NA,90.718,149.5,145.7692308,NA,NA,NA,NA,NA,NA,-3.730769231,10,2,1,0,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,1.957693467,0.176091259,15,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasiphora_fruticosa,Dasiphora,fruticosa,NA,NA,NA,0,3,NA,NA,180,-28,2,2,2,1,NA,0.2,NA,185.3846154,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,42.5922466,33.9239,1.530505774,48.8337,1.688719631,3.369398674,0.527552401,-0.698970004,0.278753601,13.41640786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium_obtusum,Desmodium,obtusum,NA,NA,NA,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,2.537,221.5,232.3846154,NA,NA,NA,NA,NA,NA,10.88461538,7,3,1,0,1,1,NA,37.94933253,29.7179,1.473018117,43.4662,1.638151674,2.94948014,0.469745476,0.404320467,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium_rotundifolium,Desmodium,rotundifolium,NA,NA,NA,0,1,3,1.5,225,-45,NA,NA,NA,NA,NA,NA,220,219.0769231,NA,NA,NA,NA,NA,NA,-0.923076923,7,3,1,0,1,1,1,37.84843369,30.2252,1.480369183,44.4,1.64738297,3.01828691,0.47976052,NA,0,15,0.176091259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium_lanceolatum,Galium,lanceolatum,no,no,NA,0,1,3,0.7,127,-46,NA,NA,NA,NA,NA,6.35,NA,179.5,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.3,41.49294597,35.0583,1.544790853,47.4773,1.676486013,2.538663499,0.404605139,0.802773725,-0.522878745,11.26942767,-0.15490196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helianthus_decapetalus,Helianthus,decapetalus,NA,NA,NA,0,1,3,1,127,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,9.5,39.786419,31.1965,1.494105872,45.8656,1.661487079,2.652745259,0.423695547,NA,0.977723605,11.26942767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hepatica_nobilis,Hepatica,nobilis,NA,NA,NA,0,1,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,0,1.9,39.44081904,30.5816,1.485460204,48.7703,1.688155427,3.304471465,0.519102006,NA,0.278753601,NA,-0.698970004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ledum_groenlandicum,Ledum,groenlandicum,NA,NA,NA,0,4,3,3,95,-52,2,1,1,2,0,NA,150,138.375,NA,-0.7,0.7,NA,NA,NA,-11.625,10,2,1,0,0,1,1.3,46.33902088,39.7351,1.59917431,59.583,1.775122366,3.991970256,0.601187297,NA,0.113943352,9.746794345,0.477121255,NA,NA,S,E,B,C3,N,1.255272505,2.052118305,0.149219113,0.201337417,-1.065501549,-1.0134,2.016929388,1.069047693,NA,NA,NA
Linnaea_borealis,Linnaea,borealis,NA,NA,NA,0,1,3,0.1,127,-52,NA,NA,NA,NA,NA,1.15,158.4,155.7333333,NA,-0.7,0.7,NA,NA,NA,-2.666666667,7,3,1,0,1,1,1.3,45.22313368,35.3836,1.548802017,65.183,1.814134345,4.504832909,0.653678687,0.06069784,0.113943352,11.26942767,-1,NA,NA,S,NA,NA,NA,N,NA,1.477121255,0.053078443,-0.260525194,NA,NA,NA,NA,NA,NA,NA
Monarda_didyma,Monarda,didyma,NA,NA,NA,0,2,3,1.5,127,-52,NA,NA,NA,NA,NA,NA,NA,204.7692308,NA,NA,NA,NA,NA,NA,NA,3,3,1,0,1,1,3.8,40.38465578,34.7819,1.541353302,47.3506,1.675325487,2.723563209,0.435137459,NA,0.579783597,11.26942767,0.176091259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osmorhiza_longistylis,Osmorhiza,longistylis,no,no,NA,0,1,3,0.8,127,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.6,40.36413018,30.8788,1.489660415,48.7917,1.68834595,3.403099423,0.531874637,NA,-0.22184875,11.26942767,-0.096910013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxalis_violacea,Oxalis,violacea,yes,yes,no,0,1,3,0.2,225,-45,NA,NA,NA,NA,NA,0.433,147.3333333,145.4,NA,-0.7,0.7,NA,NA,NA,-1.933333333,10,2,1,0,0,1,1.3,38.09640272,28.3443,1.452465736,47.8767,1.680124208,3.561150696,0.551590352,-0.363512104,0.113943352,15,-0.698970004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paronychia_canadensis,Paronychia,canadensis,NA,NA,NA,0,4,1,0.3,127,-46,NA,NA,NA,NA,NA,NA,195.3333333,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.2,39.43017439,31.1965,1.494105872,44.3049,1.646451761,2.09336471,0.320844899,NA,-0.698970004,11.26942767,-0.522878745,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penstemon_digitalis,Penstemon,digitalis,NA,NA,NA,0,3,3,4,110,-38,2,2,2,2,1,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,2.5,39.36313123,28.3443,1.452465736,46.6484,1.668836752,3.202212396,0.505450134,-0.655607726,0.397940009,10.48808848,0.602059991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phryma_leptostachya,Phryma,leptostachya,NA,NA,NA,0,1,3,1,127,-46,NA,NA,NA,NA,NA,NA,NA,200.5333333,NA,-0.3,0.3,NA,NA,NA,NA,7,3,1,0,1,1,0.6,39.30342985,29.6353,1.471809328,48.7757,1.688203511,3.732823442,0.572037449,NA,-0.22184875,11.26942767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera_blephariglottis,Platanthera,blephariglottis,NA,NA,NA,0,4,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,214.5,206.8571429,NA,NA,NA,NA,NA,NA,-7.642857143,5,3,1,0,1,1,3.8,38.0723359,27.3406,1.436808041,46.6484,1.668836752,5.400390539,0.732425168,NA,0.579783597,NA,-0.096910013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera_dilatata,Platanthera,dilatata,NA,NA,NA,0,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9090909,NA,NA,NA,NA,NA,NA,NA,5,3,1,0,1,1,1.3,45.621288,36.5091,1.562401127,64,1.806179974,5.339466247,0.727497845,NA,0.113943352,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygala_polygama,Polygala,polygama,NA,NA,NA,0,2,2,2.5,127,-52,NA,NA,NA,NA,NA,1.643,NA,185,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,0.6,38.60852382,26.0829,1.416355876,48.018,1.681404067,5.397458956,0.732189348,0.215637563,-0.22184875,11.26942767,0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
