"genus","species","native.exotic","latbi"
"Acourtia","microcephala","native","acourtia_microcephala"
"Acourtia","nana","native","acourtia_nana"
"Acourtia","runcinata","native","acourtia_runcinata"
"Acourtia","thurberi","native","acourtia_thurberi"
"Acourtia","wrightii","native","acourtia_wrightii"
"Acrachne","racemosa","exotic","acrachne_racemosa"
"Acrobolbus","ciliatus",NA,"acrobolbus_ciliatus"
"Acroceras","amplectens",NA,"acroceras_amplectens"
"Acroceras","macrum",NA,"acroceras_macrum"
"Acroceras","oryzoides",NA,"acroceras_oryzoides"
"Acrocomia","media",NA,"acrocomia_media"
"Acrocomia","totai","exotic","acrocomia_totai"
"Acrocomia","vinifera",NA,"acrocomia_vinifera"
"Acrocordia","cavata",NA,"acrocordia_cavata"
"Acrocordia","conoidea",NA,"acrocordia_conoidea"
"Acrocordia","gemmata",NA,"acrocordia_gemmata"
"Acrocordia","megalospora",NA,"acrocordia_megalospora"
"Acrolejeunea","heterophylla",NA,"acrolejeunea_heterophylla"
"Acronychia","heterophylla",NA,"acronychia_heterophylla"
"Acroporium","smallii",NA,"acroporium_smallii"
"Acroptilon","repens","exotic","acroptilon_repens"
"Acroscyphus","sphaerophoroides",NA,"acroscyphus_sphaerophoroides"
"Acrostichum","aureum","native","acrostichum_aureum"
"Acrostichum","danaeifolium","native","acrostichum_danaeifolium"
"Actaea","arizonica","native","actaea_arizonica"
"Actaea","elata","native","actaea_elata"
"Actaea","laciniata","native","actaea_laciniata"
"Actaea","ludovici","native","actaea_ludovici"
"Actaea","pachypoda","native","actaea_pachypoda"
"Actaea","podocarpa","native","actaea_podocarpa"
"Actaea","racemosa","native","actaea_racemosa"
"Actaea","rubifolia","native","actaea_rubifolia"
"Actaea","rubra","native","actaea_rubra"
"Actaea","spicata",NA,"actaea_spicata"
"Actinidia","arguta","exotic","actinidia_arguta"
"Actinidia","chinensis",NA,"actinidia_chinensis"
"Actinidia","polygama","exotic","actinidia_polygama"
"Actinostachys","pennula","native","actinostachys_pennula"
"Adansonia","digitata",NA,"adansonia_digitata"
"Adelia","ricinella",NA,"adelia_ricinella"
"Adelia","vaseyi","native","adelia_vaseyi"
"Adelococcus","alpestris",NA,"adelococcus_alpestris"
"Adelolecia","kolaensis",NA,"adelolecia_kolaensis"
"Adelolecia","pilati",NA,"adelolecia_pilati"
"Adenanthera","pavonina","exotic","adenanthera_pavonina"
"Adenium","obesum",NA,"adenium_obesum"
"Adenocarpus","foliolosus",NA,"adenocarpus_foliolosus"
"Adenocaulon","bicolor","native","adenocaulon_bicolor"
"Adenophorus","abbottiae",NA,"adenophorus_abbottiae"
"Adenophorus","abietinus",NA,"adenophorus_abietinus"
"Adenophorus","carsonii",NA,"adenophorus_carsonii"
"Adenophorus","epigaeus",NA,"adenophorus_epigaeus"
"Adenophorus","haalilioanus",NA,"adenophorus_haalilioanus"
"Adenophorus","hymenophylloides",NA,"adenophorus_hymenophylloides"
"Adenophorus","montanus",NA,"adenophorus_montanus"
"Adenophorus","oahuensis",NA,"adenophorus_oahuensis"
"Adenophorus","periens",NA,"adenophorus_periens"
"Adenophorus","pinnatifidus",NA,"adenophorus_pinnatifidus"
"Adenophorus","tamariscinus",NA,"adenophorus_tamariscinus"
"Adenophorus","tripinnatifidus",NA,"adenophorus_tripinnatifidus"
"Adenophyllum","cooperi","native","adenophyllum_cooperi"
"Adenophyllum","porophylloides","native","adenophyllum_porophylloides"
"Adenophyllum","porophyllum","native","adenophyllum_porophyllum"
"Adenophyllum","wrightii","native","adenophyllum_wrightii"
"Adenostemma","berteroi",NA,"adenostemma_berteroi"
"Adenostemma","lanceolatum",NA,"adenostemma_lanceolatum"
"Adenostemma","lavenia",NA,"adenostemma_lavenia"
"Adenostemma","verbesina",NA,"adenostemma_verbesina"
"Adenostoma","fasciculatum","native","adenostoma_fasciculatum"
"Adenostoma","sparsifolium","native","adenostoma_sparsifolium"
"Adesmia","bicolor",NA,"adesmia_bicolor"
"Adesmia","filifolia",NA,"adesmia_filifolia"
"Adesmia","incana",NA,"adesmia_incana"
"Adesmia","microphylla",NA,"adesmia_microphylla"
"Adesmia","muricata",NA,"adesmia_muricata"
"Adesmia","tenella",NA,"adesmia_tenella"
"Adiantum","aleuticum","native","adiantum_aleuticum"
"Adiantum","anceps","native","adiantum_anceps"
"Adiantum","capillus-veneris","native","adiantum_capillus-veneris"
"Adiantum","caudatum","exotic","adiantum_caudatum"
"Adiantum","concinnum",NA,"adiantum_concinnum"
"Adiantum","fragile",NA,"adiantum_fragile"
"Adiantum","hirsutum",NA,"adiantum_hirsutum"
"Adiantum","hispidulum","exotic","adiantum_hispidulum"
"Adiantum","jordanii","native","adiantum_jordanii"
"Adiantum","latifolium",NA,"adiantum_latifolium"
"Adiantum","macrophyllum",NA,"adiantum_macrophyllum"
"Adiantum","melanoleucum","native","adiantum_melanoleucum"
"Adiantum","obliquum",NA,"adiantum_obliquum"
"Adiantum","pedatum","native","adiantum_pedatum"
"Adiantum","petiolatum",NA,"adiantum_petiolatum"
"Adiantum","philippense",NA,"adiantum_philippense"
"Adiantum","pulverulentum",NA,"adiantum_pulverulentum"
"Adiantum","pyramidale",NA,"adiantum_pyramidale"
"Adiantum","raddianum",NA,"adiantum_raddianum"
"Adiantum","tenerum","native","adiantum_tenerum"
"Adiantum","tetraphyllum",NA,"adiantum_tetraphyllum"
"Adiantum","tracyi","native","adiantum_tracyi"
"Adiantum","trapeziforme","exotic","adiantum_trapeziforme"
"Adiantum","tricholepis","native","adiantum_tricholepis"
"Adiantum","villosum","native","adiantum_villosum"
"Adiantum","viridimontanum","native","adiantum_viridimontanum"
"Adiantum","vivesii",NA,"adiantum_vivesii"
"Adiantum","wilsonii",NA,"adiantum_wilsonii"
"Adlumia","fungosa","native","adlumia_fungosa"
"Adolphia","californica","native","adolphia_californica"
"Adolphia","infesta","native","adolphia_infesta"
"Adonis","aestivalis","exotic","adonis_aestivalis"
"Adonis","annua","exotic","adonis_annua"
"Adonis","vernalis","exotic","adonis_vernalis"
"Adoxa","moschatellina","native","adoxa_moschatellina"
"Aechmea","fasciata",NA,"aechmea_fasciata"
"Aechmea","lingulata",NA,"aechmea_lingulata"
"Aechmea","nudicaulis",NA,"aechmea_nudicaulis"
"Aegilops","bicornis",NA,"aegilops_bicornis"
"Aegilops","comosa",NA,"aegilops_comosa"
"Aegilops","crassa","exotic","aegilops_crassa"
"Aegilops","cylindrica","exotic","aegilops_cylindrica"
"Aegilops","geniculata","exotic","aegilops_geniculata"
"Aegilops","longissima",NA,"aegilops_longissima"
"Aegilops","lorentii",NA,"aegilops_lorentii"
"Aegilops","searsii",NA,"aegilops_searsii"
"Aegilops","speltoides",NA,"aegilops_speltoides"
"Aegilops","tauschii","exotic","aegilops_tauschii"
"Aegilops","triuncialis","exotic","aegilops_triuncialis"
"Aegilops","umbellulata",NA,"aegilops_umbellulata"
"Aegilops","ventricosa",NA,"aegilops_ventricosa"
"Aeginetia","indica",NA,"aeginetia_indica"
"Aegiphila","elata","native","aegiphila_elata"
"Aegiphila","integrifolia",NA,"aegiphila_integrifolia"
"Aegiphila","martinicensis",NA,"aegiphila_martinicensis"
"Aegle","marmelos",NA,"aegle_marmelos"
"Aegopodium","podagraria","exotic","aegopodium_podagraria"
"Aegopogon","cenchroides","exotic","aegopogon_cenchroides"
"Aegopogon","tenellus","native","aegopogon_tenellus"
"Aeluropus","lagopoides",NA,"aeluropus_lagopoides"
"Aeluropus","littoralis","exotic","aeluropus_littoralis"
"Aeonium","arboreum","exotic","aeonium_arboreum"
"Aeonium","haworthii","exotic","aeonium_haworthii"
"Aeonium","undulatum",NA,"aeonium_undulatum"
"Aerva","javanica",NA,"aerva_javanica"
"Aerva","lanata",NA,"aerva_lanata"
"Aerva","sericea",NA,"aerva_sericea"
"Aesandra","butyracea",NA,"aesandra_butyracea"
"Aeschynomene","americana","native","aeschynomene_americana"
"Aeschynomene","aspera",NA,"aeschynomene_aspera"
"Aeschynomene","brasiliana",NA,"aeschynomene_brasiliana"
"Aeschynomene","elaphroxylon",NA,"aeschynomene_elaphroxylon"
"Aeschynomene","elegans",NA,"aeschynomene_elegans"
"Aeschynomene","evenia","exotic","aeschynomene_evenia"
"Aeschynomene","falcata",NA,"aeschynomene_falcata"
"Aeschynomene","gracilis",NA,"aeschynomene_gracilis"
"Aeschynomene","histrix","exotic","aeschynomene_histrix"
"Aeschynomene","indica","native","aeschynomene_indica"
"Aeschynomene","paniculata",NA,"aeschynomene_paniculata"
"Aeschynomene","pratensis","native","aeschynomene_pratensis"
"Aeschynomene","rudis","native","aeschynomene_rudis"
"Aeschynomene","sensitiva",NA,"aeschynomene_sensitiva"
"Aeschynomene","villosa","native","aeschynomene_villosa"
"Aeschynomene","virginica","native","aeschynomene_virginica"
"Aeschynomene","viscidula","native","aeschynomene_viscidula"
"Aesculus","arnoldiana",NA,"aesculus_arnoldiana"
"Aesculus","bushii","native","aesculus_bushii"
"Aesculus","californica","native","aesculus_californica"
"Aesculus","carnea","native","aesculus_carnea"
"Aesculus","flava","native","aesculus_flava"
"Aesculus","glabra","native","aesculus_glabra"
"Aesculus","hippocastanum","exotic","aesculus_hippocastanum"
"Aesculus","hybrida","native","aesculus_hybrida"
"Aesculus","marylandica","native","aesculus_marylandica"
"Aesculus","mutabilis","native","aesculus_mutabilis"
"Aesculus","neglecta","native","aesculus_neglecta"
"Aesculus","parviflora","native","aesculus_parviflora"
"Aesculus","pavia","native","aesculus_pavia"
"Aesculus","sylvatica","native","aesculus_sylvatica"
"Aesculus","turbinata",NA,"aesculus_turbinata"
"Aesculus","worlitzensis","native","aesculus_worlitzensis"
"Aethusa","cynapium","exotic","aethusa_cynapium"
"Aframomum","melegueta",NA,"aframomum_melegueta"
"Afrocarpus","falcatus",NA,"afrocarpus_falcatus"
"Afzelia","africana",NA,"afzelia_africana"
"Afzelia","bella",NA,"afzelia_bella"
"Afzelia","quanzensis",NA,"afzelia_quanzensis"
"Agalinis","acuta","native","agalinis_acuta"
"Agalinis","aphylla","native","agalinis_aphylla"
"Agalinis","aspera","native","agalinis_aspera"
"Agalinis","auriculata","native","agalinis_auriculata"
"Agalinis","caddoensis","native","agalinis_caddoensis"
"Agalinis","calycina","native","agalinis_calycina"
"Agalinis","densiflora","native","agalinis_densiflora"
"Agalinis","divaricata","native","agalinis_divaricata"
"Agalinis","edwardsiana","native","agalinis_edwardsiana"
"Agalinis","fasciculata","native","agalinis_fasciculata"
"Agalinis","filicaulis","native","agalinis_filicaulis"
"Agalinis","filifolia","native","agalinis_filifolia"
"Agalinis","gattingeri","native","agalinis_gattingeri"
"Agalinis","harperi","native","agalinis_harperi"
"Agalinis","heterophylla","native","agalinis_heterophylla"
"Agalinis","homalantha","native","agalinis_homalantha"
"Agalinis","laxa","native","agalinis_laxa"
"Agalinis","linifolia","native","agalinis_linifolia"
"Agalinis","maritima","native","agalinis_maritima"
"Agalinis","navasotensis","native","agalinis_navasotensis"
"Agalinis","neoscotica","native","agalinis_neoscotica"
"Agalinis","nuttallii","native","agalinis_nuttallii"
"Agalinis","obtusifolia","native","agalinis_obtusifolia"
"Agalinis","oligophylla","native","agalinis_oligophylla"
"Agalinis","paupercula","native","agalinis_paupercula"
"Agalinis","plukenetii","native","agalinis_plukenetii"
"Agalinis","pulchella","native","agalinis_pulchella"
"Agalinis","purpurea","native","agalinis_purpurea"
"Agalinis","setacea","native","agalinis_setacea"
"Agalinis","skinneriana","native","agalinis_skinneriana"
"Agalinis","strictifolia","native","agalinis_strictifolia"
"Agalinis","tenuifolia","native","agalinis_tenuifolia"
"Agalinis","viridis","native","agalinis_viridis"
"Agapanthus","africanus",NA,"agapanthus_africanus"
"Agapanthus","praecox","exotic","agapanthus_praecox"
"Agarista","populifolia","native","agarista_populifolia"
"Agastache","breviflora","native","agastache_breviflora"
"Agastache","cana","native","agastache_cana"
"Agastache","cusickii","native","agastache_cusickii"
"Agastache","foeniculum","native","agastache_foeniculum"
"Agastache","mearnsii","native","agastache_mearnsii"
"Agastache","micrantha","native","agastache_micrantha"
"Agastache","nepetoides","native","agastache_nepetoides"
"Agastache","occidentalis","native","agastache_occidentalis"
"Agastache","pallida","native","agastache_pallida"
"Agastache","pallidiflora","native","agastache_pallidiflora"
"Agastache","parvifolia","native","agastache_parvifolia"
"Agastache","pringlei","native","agastache_pringlei"
"Agastache","rupestris","native","agastache_rupestris"
"Agastache","scrophulariifolia","native","agastache_scrophulariifolia"
"Agastache","urticifolia","native","agastache_urticifolia"
"Agastache","wrightii","native","agastache_wrightii"
"Agathis","australis",NA,"agathis_australis"
"Agathis","dammara",NA,"agathis_dammara"
"Agathis","robusta",NA,"agathis_robusta"
"Agathosma","betulina",NA,"agathosma_betulina"
"Agathosma","crenulata",NA,"agathosma_crenulata"
"Agathosma","serratifolia",NA,"agathosma_serratifolia"
"Agave","ajoensis","native","agave_ajoensis"
"Agave","americana","native","agave_americana"
"Agave","angustifolia",NA,"agave_angustifolia"
"Agave","arizonica","native","agave_arizonica"
"Agave","asperrima","native","agave_asperrima"
"Agave","atrovirens",NA,"agave_atrovirens"
"Agave","cantala",NA,"agave_cantala"
"Agave","chrysantha","native","agave_chrysantha"
"Agave","cupreata",NA,"agave_cupreata"
"Agave","decipiens","native","agave_decipiens"
"Agave","delamateri","native","agave_delamateri"
"Agave","deserti","native","agave_deserti"
"Agave","desmettiana","exotic","agave_desmettiana"
"Agave","eggersiana",NA,"agave_eggersiana"
"Agave","fourcroydes",NA,"agave_fourcroydes"
"Agave","glomeruliflora","native","agave_glomeruliflora"
"Agave","gracilipes","native","agave_gracilipes"
"Agave","havardiana","native","agave_havardiana"
"Agave","lechuguilla","native","agave_lechuguilla"
"Agave","missionum",NA,"agave_missionum"
"Agave","murpheyi","native","agave_murpheyi"
"Agave","neglecta","native","agave_neglecta"
"Agave","palmeri","native","agave_palmeri"
"Agave","parryi","native","agave_parryi"
"Agave","parviflora","native","agave_parviflora"
"Agave","phillipsiana","native","agave_phillipsiana"
"Agave","rigida",NA,"agave_rigida"
"Agave","schottii","native","agave_schottii"
"Agave","shawii","native","agave_shawii"
"Agave","sisalana","exotic","agave_sisalana"
"Agave","tequilana",NA,"agave_tequilana"
"Agave","toumeyana","native","agave_toumeyana"
"Agave","univittata","native","agave_univittata"
"Agave","utahensis","native","agave_utahensis"
"Agave","weberi","exotic","agave_weberi"
"Agave","xylonacantha",NA,"agave_xylonacantha"
"Agdestis","clematidea","exotic","agdestis_clematidea"
"Ageratina","adenophora","exotic","ageratina_adenophora"
"Ageratina","altissima","native","ageratina_altissima"
"Ageratina","aromatica","native","ageratina_aromatica"
"Ageratina","havanensis","native","ageratina_havanensis"
"Ageratina","herbacea","native","ageratina_herbacea"
"Ageratina","jucunda","native","ageratina_jucunda"
"Ageratina","lemmonii","native","ageratina_lemmonii"
"Ageratina","luciae-brauniae","native","ageratina_luciae-brauniae"
"Ageratina","occidentalis","native","ageratina_occidentalis"
"Ageratina","paupercula","native","ageratina_paupercula"
"Ageratina","resiniflua",NA,"ageratina_resiniflua"
"Ageratina","riparia",NA,"ageratina_riparia"
"Ageratina","rothrockii","native","ageratina_rothrockii"
"Ageratina","shastensis","native","ageratina_shastensis"
"Ageratina","wrightii","native","ageratina_wrightii"
"Ageratum","conyzoides","exotic","ageratum_conyzoides"
"Ageratum","corymbosum","native","ageratum_corymbosum"
"Ageratum","domingense",NA,"ageratum_domingense"
"Ageratum","houstonianum","exotic","ageratum_houstonianum"
"Ageratum","littorale","native","ageratum_littorale"
"Aglaia","mariannensis",NA,"aglaia_mariannensis"
"Aglaia","ponapensis",NA,"aglaia_ponapensis"
"Aglaonema","commutatum","exotic","aglaonema_commutatum"
"Aglaonema","pictum",NA,"aglaonema_pictum"
"Agnorhiza","bolanderi","native","agnorhiza_bolanderi"
"Agnorhiza","elata","native","agnorhiza_elata"
"Agnorhiza","invenusta","native","agnorhiza_invenusta"
"Agnorhiza","ovata","native","agnorhiza_ovata"
"Agnorhiza","reticulata","native","agnorhiza_reticulata"
"Agonimia","tristicula",NA,"agonimia_tristicula"
"Agoseris","apargioides","native","agoseris_apargioides"
"Agoseris","aurantiaca","native","agoseris_aurantiaca"
"Agoseris","elata","native","agoseris_elata"
"Agoseris","glauca","native","agoseris_glauca"
"Agoseris","grandiflora","native","agoseris_grandiflora"
"Agoseris","heterophylla","native","agoseris_heterophylla"
"Agoseris","lackschewitzii","native","agoseris_lackschewitzii"
"Agoseris","retrorsa","native","agoseris_retrorsa"
"Agrestia","hispida",NA,"agrestia_hispida"
"Agrimonia","eupatoria","exotic","agrimonia_eupatoria"
"Agrimonia","gryposepala","native","agrimonia_gryposepala"
"Agrimonia","incisa","native","agrimonia_incisa"
"Agrimonia","microcarpa","native","agrimonia_microcarpa"
"Agrimonia","odorata",NA,"agrimonia_odorata"
"Agrimonia","parviflora","native","agrimonia_parviflora"
"Agrimonia","pubescens","native","agrimonia_pubescens"
"Agrimonia","rostellata","native","agrimonia_rostellata"
"Agrimonia","striata","native","agrimonia_striata"
"_Agroelymus","adamsii",NA,"_agroelymus_adamsii"
"_Agroelymus","bowdenii",NA,"_agroelymus_bowdenii"
"_Agropogon","littoralis","exotic","_agropogon_littoralis"
"Agropyron","cristatum","exotic","agropyron_cristatum"
"Agropyron","desertorum","exotic","agropyron_desertorum"
"Agropyron","fragile","exotic","agropyron_fragile"
"Agropyron","hybrid","exotic","agropyron_hybrid"
"Agrostemma","brachyloba","exotic","agrostemma_brachyloba"
"Agrostemma","githago","exotic","agrostemma_githago"
"Agrostis","aequivalvis","native","agrostis_aequivalvis"
"Agrostis","anadyrensis",NA,"agrostis_anadyrensis"
"Agrostis","avenacea","exotic","agrostis_avenacea"
"Agrostis","blasdalei","native","agrostis_blasdalei"
"Agrostis","canina","native","agrostis_canina"
"Agrostis","capillaris","exotic","agrostis_capillaris"
"Agrostis","castellana",NA,"agrostis_castellana"
"Agrostis","clavata",NA,"agrostis_clavata"
"Agrostis","clivicola","native","agrostis_clivicola"
"Agrostis","curtisii",NA,"agrostis_curtisii"
"Agrostis","densiflora","native","agrostis_densiflora"
"Agrostis","elliottiana","native","agrostis_elliottiana"
"Agrostis","exarata","native","agrostis_exarata"
"Agrostis","gigantea","exotic","agrostis_gigantea"
"Agrostis","hallii","native","agrostis_hallii"
"Agrostis","hendersonii","native","agrostis_hendersonii"
"Agrostis","hooveri","native","agrostis_hooveri"
"Agrostis","howellii","native","agrostis_howellii"
"Agrostis","humilis","native","agrostis_humilis"
"Agrostis","hyemalis","native","agrostis_hyemalis"
"Agrostis","idahoensis","native","agrostis_idahoensis"
"Agrostis","mertensii","native","agrostis_mertensii"
"Agrostis","microphylla","native","agrostis_microphylla"
"Agrostis","nebulosa",NA,"agrostis_nebulosa"
"Agrostis","oregonensis","native","agrostis_oregonensis"
"Agrostis","pallens","native","agrostis_pallens"
"Agrostis","perennans","native","agrostis_perennans"
"Agrostis","rossiae","native","agrostis_rossiae"
"Agrostis","sandwicensis",NA,"agrostis_sandwicensis"
