site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
kochmer,Papaver,somniferum,,,exotic,,animal/wind,,forb/herb,annual,,
kochmer,Parietaria,floridana,,,,,wind,,,,,
kochmer,Parietaria,pensylvanica,,,,,wind,,,,,
kochmer,Parnassia,asarifolia,,,,,animal,,,,,
kochmer,Parnassia,caroliniana,,,,,animal,,,,,
kochmer,Parnassia,grandifolia,,,,,animal,,,,,
kochmer,Parthenium,integrifolium,,,native,,animal,,forb/herb,perennial,,
kochmer,Pastinaca,sativa,,,exotic,,wind,,forb/herb,biennial/perennial,,
kochmer,Paulownia,tomentosa,,,exotic,,animal,,tree,perennial,,
kochmer,Pedicularis,canadensis,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Pedicularis,lanceolata,,,,,animal,,,,,
kochmer,Pediomelum,canescens,,,,,animal,,,,,
kochmer,Penstemon,australis,,,,,animal,,,,,
kochmer,Penstemon,canescens,,,native,,animal,,forb/herb,perennial,,
kochmer,Penstemon,digitalis,,,native,,animal,,forb/herb,perennial,,
kochmer,Penstemon,laevigatus,,,,,animal,,,,,
kochmer,Penstemon,pallidus,,,native,,animal,,forb/herb,perennial,,
kochmer,Penstemon,smallii,,,,,animal,,,,,
kochmer,Penthorum,sedoides,,,,,animal,,,,,
kochmer,Perilla,frutescens,,,,,,,,,,
kochmer,Persea,borbonia,,,,,,,,,,
kochmer,Petalostemon,pinnatus,,,,,animal,,,,,
kochmer,Petroselinum,crispum,,,,,wind,,,,,
kochmer,Petunia,atkinsiana,,,,,animal,,,,,
kochmer,Phacelia,bipinnatifida,,,,,animal,,,,,
kochmer,Phacelia,dubia,,,native,,animal,,forb/herb,annual,,
kochmer,Phacelia,fimbriata,,,,,animal,,,,,
kochmer,Phacelia,maculata,,,,,animal,,,,,
kochmer,Phacelia,purshii,,,native,,animal,,forb/herb,annual,,
kochmer,Phacelia,ranunculacea,,,native,,animal,,forb/herb,annual,,
kochmer,Phaseolus,polystachios,,,,,animal,,,,,
kochmer,Phaseolus,sinuatus,,,,,animal,,,,,
kochmer,Philadelphus,hirsutus,,,,,animal,,,,,
kochmer,Philadelphus,inodorus,,,,,animal,,,,,
kochmer,Phlox,amoena,,,,,animal,,,,,
kochmer,Phlox,amplifolia,,,,,animal,,,,,
kochmer,Phlox,carolina,,,native,,animal,,forb/herb,perennial,,
kochmer,Phlox,divaricata,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Phlox,drummondii,,,,,animal,,,,,
kochmer,Phlox,glaberrima,,,,,animal,,,,,
kochmer,Phlox,maculata,,,native,,animal,,forb/herb,perennial,,
kochmer,Phlox,nivalis,,,,,animal,,,,,
kochmer,Phlox,ovata,,,,,animal,,,,,
kochmer,Phlox,paniculata,,,,,animal,,,,,
kochmer,Phlox,pilosa,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
kochmer,Phlox,stolonifera,,,,,animal,,,,,
kochmer,Phlox,subulata,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
kochmer,Photinia,pyrifolia,,,,,animal,,,,,
kochmer,Phyllanthus,amarus,,,,,animal,,,,,
kochmer,Phyllanthus,caroliniensis,,,,,animal,,,,,
kochmer,Physalis,angulata,,,,,animal,,,,,
kochmer,Physalis,heterophylla,,,native,,animal,,forb/herb,perennial,,
kochmer,Physalis,lanceolata,,,,,animal,,,,,
kochmer,Physalis,pubescens,,,,,animal,,,,,
kochmer,Physalis,walteri,,,,,animal,,,,,
kochmer,Physocarpus,opulifolius,,,native,,animal,,shrub,perennial,,
kochmer,Phytolacca,americana,,,native,,,,forb/herb,perennial,,
kochmer,Picris,hieracioides,,,,,animal,,,,,
kochmer,Pieris,floribunda,,,,,animal,,,,,
kochmer,Pilea,fontana,,,,,wind,,,,,
kochmer,Pilea,microphylla,,,,,wind,,,,,
kochmer,Pilea,pumila,,,,,wind,,,,,
kochmer,Pinckneya,pubens,,,,,animal,,,,,
kochmer,Piriqueta,caroliniana,,,,,animal/self,,,,,
kochmer,Pisum,arvense,,,,,animal,,,,,
kochmer,Pityopsis,graminifolia,,,,,animal,,,,,
kochmer,Plagiobothrys,figuratus,,,,,animal,,,,,
kochmer,Planera,aquatica,,,,,animal,,,,,
kochmer,Platanus,occidentalis,,,native,,wind,,tree,perennial,,
kochmer,Platycodon,grandiflorum,,,,,animal,,,,,
kochmer,Pleea,tenuifolia,,,,,animal,,,,,
kochmer,Pluchea,camphorata,,,,,animal,,,,,
kochmer,Pluchea,foetida,,,,,animal,,,,,
kochmer,Pluchea,purpurascens,,,,,animal,,,,,
kochmer,Pluchea,rosea,,,,,animal,,,,,
kochmer,Podophyllum,peltatum,,,native,,,,forb/herb,perennial,,
kochmer,Pogonia,ophioglossoides,,,native,,animal,,forb/herb,perennial,,
kochmer,Polemonium,reptans,,,native,,,,subshrub/forb/herb,perennial,,
kochmer,Polygala,brevifolia,,,,,animal,,,,,
kochmer,Polygala,cruciata,,,,,animal,,,,,
kochmer,Polygala,curtissii,,,,,animal,,,,,
kochmer,Polygala,cymosa,,,,,animal,,,,,
kochmer,Polygala,grandiflora,,,,,animal,,,,,
kochmer,Polygala,hookeri,,,,,animal,,,,,
kochmer,Polygala,incarnata,,,,,animal,,,,,
kochmer,Polygala,lutea,,,,,animal,,,,,
kochmer,Polygala,mariana,,,,,animal,,,,,
kochmer,Polygala,nana,,,,,animal,,,,,
kochmer,Polygala,nuttallii,,,,,animal,,,,,
kochmer,Polygala,paucifolia,,,,,animal,,,,,
kochmer,Polygala,polygama,,,,,animal,,,,,
kochmer,Polygala,ramosa,,,,,animal,,,,,
kochmer,Polygala,sanguinea,,,,,animal,,,,,
kochmer,Polygala,senega,,,,,animal,,,,,
kochmer,Polygala,verticillata,,,,,animal,,,,,
kochmer,Polygonatum,biflorum,,,native,,animal,,forb/herb,perennial,,
kochmer,Polygonatum,pubescens,,,,,animal,,,,,
kochmer,Polymnia,canadensis,,,,,animal,,,,,
kochmer,Polymnia,uvedalia,,,,,animal,,,,,
kochmer,Ponthieva,racemosa,,,,,animal,,,,,
kochmer,Potentilla,argentea,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Potentilla,canadensis,,,native,,animal,,forb/herb,perennial,,
kochmer,Potentilla,canescens,,,,,animal,,,,,
kochmer,Potentilla,intermedia,,,,,animal,,,,,
kochmer,Potentilla,norvegica,,,native,,animal,,forb/herb,annual/biennial/perennial,,
kochmer,Potentilla,recta,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Potentilla,simplex,,,native,,animal,,forb/herb,perennial,,
kochmer,Potentilla,tridentata,,,,,animal,,,,,
kochmer,Prenanthes,alba,,,,,animal,,,,,
kochmer,Prenanthes,altissima,,,,,animal,,,,,
kochmer,Prenanthes,autumnalis,,,,,animal,,,,,
kochmer,Prenanthes,roanensis,,,,,animal,,,,,
kochmer,Prenanthes,serpentaria,,,,,animal,,,,,
kochmer,Prenanthes,trifoliolata,,,,,animal,,,,,
kochmer,Proserpinaca,intermedia,,,,,,,,,,
kochmer,Proserpinaca,palustris,,,,,,,,,,
kochmer,Proserpinaca,pectinata,,,,,,,,,,
kochmer,Prunella,vulgaris,,,native,,insect,,forb/herb,perennial,,
kochmer,Prunus,americana,,,native,,animal,,tree/shrub,perennial,,
kochmer,Prunus,angustifolia,,,native,,animal,,tree/shrub,perennial,,
kochmer,Prunus,avium,,,exotic,,animal,,tree,perennial,,
kochmer,Prunus,caroliniana,,,,,animal,,,,,
kochmer,Prunus,cerasus,,,exotic,,animal,,tree/shrub,perennial,,
kochmer,Prunus,mahaleb,,,,,animal,,,,,
kochmer,Prunus,pensylvanica,,,native,,animal,,tree/shrub,perennial,,
kochmer,Prunus,persica,,,exotic,,animal,,tree,perennial,,
kochmer,Prunus,pumila,,,,,animal,,,,,
kochmer,Prunus,serotina,,,native,,animal,,tree/shrub,perennial,,
kochmer,Prunus,umbellata,,,,,animal,,,,,
kochmer,Prunus,virginiana,,,native,,animal,,tree/shrub,perennial,,
kochmer,Psoralea,lupinellus,,,,,animal,,,,,
kochmer,Psoralea,psoralioides,,,,,animal,,,,,
kochmer,Ptelea,trifoliata,,,native,,animal,,tree/shrub,perennial,,
kochmer,Pterocaulon,pycnostachyum,,,,,animal,,,,,
kochmer,Pteroglossaspis,ecristata,,,,,animal,,,,,
kochmer,Ptilimnium,capillaceum,,,,,wind,,,,,
kochmer,Ptilimnium,costatum,,,,,wind,,,,,
kochmer,Ptilimnium,fluviatile,,,,,wind,,,,,
kochmer,Ptilimnium,nodosum,,,,,wind,,,,,
kochmer,Pueraria,lobata,,,,,animal,,,,,
kochmer,Pycnanthemum,incanum,,,,,,,,,,
kochmer,Pycnanthemum,montanum,,,,,,,,,,
kochmer,Pycnanthemum,muticum,,,,,,,,,,
kochmer,Pycnanthemum,setosum,,,,,,,,,,
kochmer,Pycnanthemum,tenuifolium,,,,,,,,,,
kochmer,Pycnanthemum,verticillatum,,,,,,,,,,
kochmer,Pycnanthemum,virginianum,,,,,,,,,,
kochmer,Pyrola,americana,,,,,animal,,,,,
kochmer,Pyrrhopappus,carolinianus,,,,,animal,,,,,
kochmer,Pyrularia,pubera,,,,,,,,,,
kochmer,Pyrus,communis,,,exotic,,animal,,tree,perennial,,
kochmer,Pyxidanthera,barbulata,,,,,,,,,,
kochmer,Ranunculus,abortivus,,,native,,animal,,forb/herb,biennial/perennial,,
kochmer,Ranunculus,acris,,,native/exotic,,insect,,forb/herb,perennial,,
kochmer,Ranunculus,allegheniensis,,,,,animal,,,,,
kochmer,Ranunculus,ambigens,,,,,animal,,,,,
kochmer,Ranunculus,arvensis,,,,,animal,,,,,
kochmer,Ranunculus,bulbosus,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Ranunculus,carolinianus,,,,,animal,,,,,
kochmer,Ranunculus,flabellaris,,,,,animal,,,,,
kochmer,Ranunculus,hederaceus,,,,,animal,,,,,
kochmer,Ranunculus,hispidus,,,native,,animal,,forb/herb,perennial,,
kochmer,Ranunculus,laxicaulis,,,,,animal,,,,,
kochmer,Ranunculus,micranthus,,,,,animal,,,,,
kochmer,Ranunculus,muricatus,,,,,animal,,,,,
kochmer,Ranunculus,parviflorus,,,,,animal,,,,,
kochmer,Ranunculus,pusillus,,,native,,animal,,forb/herb,annual,,
kochmer,Ranunculus,recurvatus,,,native,,animal,,forb/herb,perennial,,
kochmer,Ranunculus,repens,,,,,animal,,,,,
kochmer,Ranunculus,sardous,,,,,animal,,,,,
kochmer,Ranunculus,sceleratus,,,native,,animal,,forb/herb,annual/perennial,,
kochmer,Raphanus,raphanistrum,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
kochmer,Raphanus,sativus,,,,,animal/wind,,,,,
kochmer,Rhamnus,caroliniana,,,,,animal,,,,,
kochmer,Rhodiola,rosea,,,,,animal,,,,,
kochmer,Rhododendron,alabamense,,,,,animal,,,,,
kochmer,Rhododendron,atlanticum,,,native,,animal,,shrub,perennial,,
kochmer,Rhododendron,calendulaceum,,,,,animal,,,,,
kochmer,Rhododendron,canescens,,,,,animal,,,,,
kochmer,Rhododendron,catawbiense,,,,,animal,,,,,
kochmer,Rhododendron,maximum,,,native,,animal,,tree/shrub,perennial,,
kochmer,Rhododendron,minus,,,,,animal,,,,,
kochmer,Rhododendron,nudiflorum,,,,,animal,,,,,
kochmer,Rhododendron,roseum,,,,,animal,,,,,
kochmer,Rhododendron,vaseyi,,,,,animal,,,,,
kochmer,Rhododendron,viscosum,,,,,animal,,,,,
kochmer,Rhynchosia,americana,,,,,animal,,,,,
kochmer,Rhynchosia,difformis,,,,,animal,,,,,
kochmer,Rhynchosia,reniformis,,,,,animal,,,,,
kochmer,Rhynchosia,tomentosa,,,,,animal,,,,,
kochmer,Ribes,cynosbati,,,,,animal,,,,,
kochmer,Ribes,echinellum,,,,,animal,,,,,
kochmer,Ribes,glandulosum,,,,,animal,,,,,
kochmer,Ribes,rotundifolium,,,,,animal,,,,,
kochmer,Richardia,brasiliensis,,,,,animal,,,,,
kochmer,Richardia,scabra,,,,,animal,,,,,
kochmer,Ricinus,communis,,,,,animal,,,,,
kochmer,Robinia,boyntonii,,,,,animal,,,,,
kochmer,Robinia,hispida,,,native,,animal,,tree/shrub,perennial,,
kochmer,Robinia,kelseyi,,,,,animal,,,,,
kochmer,Robinia,pseudo-acacia,,,native,,animal,,tree,perennial,,
kochmer,Robinia,viscosa,,,,,animal,,,,,
kochmer,Rorippa,islandica,,,,,animal/wind,,,,,
kochmer,Rorippa,sessiliflora,,,,,,,,,,
kochmer,Rorippa,sylvestris,,,,,insect,,,,,
kochmer,Rorippa,teres,,,,,animal/wind,,,,,
kochmer,Rosa,bracteata,,,,,animal,,,,,
kochmer,Rosa,canina,,,exotic,,animal,,vine/subshrub,perennial,,
kochmer,Rosa,carolina,,,native,,animal,,subshrub,perennial,,
kochmer,Rosa,damascena,,,,,animal,,,,,
kochmer,Rosa,eglanteria,,,exotic,,animal,,subshrub,perennial,,
kochmer,Rosa,gallica,,,,,animal,,,,,
kochmer,Rosa,laevigata,,,,,animal,,,,,
kochmer,Rosa,micrantha,,,,,animal,,,,,
kochmer,Rosa,multiflora,,,exotic,,animal,,vine/subshrub,perennial,,
kochmer,Rosa,palustris,,,native,,animal,,subshrub,perennial,,
kochmer,Rosa,setigera,,,,,animal,,,,,
kochmer,Rosa,wichuraiana,,,,,animal,,,,,
kochmer,Roubieva,multifida,,,,,,,,,,
kochmer,Rubus,allegheniensis,,,,,animal,,,,,
kochmer,Rubus,argutus,,,,,animal,,,,,
kochmer,Rubus,betulifolius,,,,,animal,,,,,
kochmer,Rubus,bifrons,,,,,animal,,,,,
kochmer,Rubus,canadensis,,,,,animal,,,,,
kochmer,Rubus,cuneifolius,,,,,animal,,,,,
kochmer,Rubus,flagellaris,,,native,,animal,,subshrub,perennial,,
kochmer,Rubus,hispidus,,,,,animal,,,,,
kochmer,Rubus,illecebrosus,,,,,animal,,,,,
kochmer,Rubus,laciniatus,,,,,animal,,,,,
kochmer,Rubus,occidentalis,,,native,,animal,,subshrub,perennial,,
kochmer,Rubus,odoratus,,,native,,animal,,subshrub,perennial,,
kochmer,Rubus,phoenicolasius,,,exotic,,animal,,subshrub,perennial,,
kochmer,Rubus,trivialis,,,native,,animal,,vine/subshrub,perennial,,
kochmer,Rudbeckia,fulgida,,,native,,animal,,forb/herb,perennial,,
kochmer,Rudbeckia,heliopsidis,,,,,animal,,,,,
kochmer,Rudbeckia,hirta,,,native,,animal,,forb/herb,annual/biennial/perennial,,
kochmer,Rudbeckia,laciniata,,,,,animal,,,,,
kochmer,Rudbeckia,mollis,,,,,animal,,,,,
kochmer,Rudbeckia,triloba,,,,,animal,,,,,
kochmer,Ruellia,brittoniana,,,,,animal,,,,,
kochmer,Ruellia,caroliniensis,,,,,animal,,,,,
kochmer,Ruellia,ciliosa,,,,,animal,,,,,
kochmer,Ruellia,humilis,,,native,,animal,,forb/herb,perennial,,
kochmer,Ruellia,pinetorum,,,,,animal,,,,,
kochmer,Ruellia,purshiana,,,,,animal,,,,,
kochmer,Ruellia,strepens,,,native,,animal,,forb/herb,perennial,,
kochmer,Ruta,graveolens,,,,,animal,,,,,
kochmer,Sageretia,minutiflora,,,,,animal,,,,,
kochmer,Salicornia,bigelovii,,,,,,,,,,
kochmer,Salicornia,europaea,,,,,wind,,,,,
kochmer,Salicornia,virginica,,,,,,,,,,
kochmer,Salpichroa,origanifolia,,,,,animal,,,,,
kochmer,Salsola,kali,,,,,wind,,,,,
kochmer,Salvia,azurea,,,native,,,,forb/herb,perennial,,
kochmer,Salvia,coccinea,,,,,,,,,,
kochmer,Salvia,lyrata,,,native,,,,forb/herb,perennial,,
kochmer,Salvia,urticifolia,,,,,,,,,,
kochmer,Sambucus,canadensis,,nigra,native,,animal,,tree/shrub,perennial,,
kochmer,Sambucus,pubens,,,,,animal,,,,,
kochmer,Samolus,valerandi,,,,,animal,,,,,
kochmer,Sanguinaria,canadensis,,,native,,animal/wind,,forb/herb,biennial,,
kochmer,Sanguisorba,annua,,,,,animal,,,,,
kochmer,Sanguisorba,canadensis,,,,,animal,,,,,
kochmer,Sanguisorba,minor,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Sanicula,canadensis,,,native,,wind,,forb/herb,biennial,,
kochmer,Sanicula,gregaria,,odorata,native,,wind,,forb/herb,perennial,,
kochmer,Sanicula,marilandica,,,,,wind,,,,,
kochmer,Sanicula,smallii,,,,,wind,,,,,
kochmer,Sanicula,trifoliata,,,,,wind,,,,,
kochmer,Sapindus,marginatus,,,,,,,,,,
kochmer,Sapium,sebiferum,,,,,animal,,,,,
kochmer,Sarracenia,flava,,,,,animal,,,,,
kochmer,Sarracenia,minor,,,,,animal,,,,,
kochmer,Sarracenia,purpurea,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Sarracenia,rubra,,,,,animal,,,,,
kochmer,Sassafras,albidum,,,native,,,,tree/shrub,perennial,,
kochmer,Satureja,georgiana,,,,,,,,,,
kochmer,Satureja,vulgaris,,,,,,,,,,
kochmer,Saururus,cernuus,,,,,,,,,,
kochmer,Saxifraga,careyana,,,,,animal,,,,,
kochmer,Saxifraga,caroliniana,,,,,animal,,,,,
kochmer,Saxifraga,michauxii,,,,,animal,,,,,
kochmer,Saxifraga,micranthidifolia,,,,,animal,,,,,
kochmer,Saxifraga,pensylvanica,,,native,,animal,,forb/herb,perennial,,
kochmer,Saxifraga,virginiensis,,,native,,animal,,forb/herb,perennial,,
kochmer,Scandix,pecten-veneris,,,,,wind,,,,,
kochmer,Schisandra,glabra,,,,,,,,,,
kochmer,Schoenolirion,croceum,,,,,animal,,,,,
kochmer,Schrankia,microphylla,,,,,animal,,,,,
kochmer,Schwalbea,americana,,,,,animal,,,,,
kochmer,Sclerolepis,uniflora,,,,,animal,,,,,
kochmer,Scoparia,dulcis,,,,,animal,,,,,
kochmer,Scrophularia,marilandica,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Scutellaria,elliptica,,,native,,,,forb/herb,perennial,,
kochmer,Scutellaria,incana,,,,,,,,,,
kochmer,Scutellaria,integrifolia,,,,,,,,,,
kochmer,Scutellaria,lateriflora,,,,,,,,,,
kochmer,Scutellaria,mellichampii,,,,,,,,,,
kochmer,Scutellaria,nervosa,,,,,,,,,,
kochmer,Scutellaria,ovata,,,,,,,,,,
kochmer,Scutellaria,parvula,,,native,,,,forb/herb,perennial,,
kochmer,Scutellaria,saxatilis,,,,,,,,,,
kochmer,Scutellaria,serrata,,,native,,,,forb/herb,perennial,,
kochmer,Sebastiania,ligustrina,,,,,animal,,,,,
kochmer,Sedum,nevii,,,,,animal,,,,,
kochmer,Sedum,purpureum,,,,,animal,,,,,
kochmer,Sedum,pusillum,,,,,animal,,,,,
kochmer,Sedum,sarmentosum,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Sedum,smallii,,,,,animal,,,,,
kochmer,Sedum,spectabile,,,,,animal,,,,,
kochmer,Sedum,telephioides,,,,,animal,,,,,
kochmer,Sedum,ternatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Senecio,aureus,Packera,,native,,animal,,forb/herb,perennial,,
kochmer,Senecio,millefolium,,,,,animal,,,,,
kochmer,Senecio,obovatus,,,,,animal,,,,,
kochmer,Senecio,pauperculus,Packera,paupercula,native,,animal,,forb/herb,perennial,,
kochmer,Senecio,robbinsii,,,,,animal,,,,,
kochmer,Senecio,rugelia,,,,,animal,,,,,
kochmer,Senecio,tomentosus,,,,,animal,,,,,
kochmer,Senecio,vulgaris,,,exotic,,animal,,forb/herb,annual/biennial,,
kochmer,Senna,hebecarpa,,,,,animal,,,,,
kochmer,Senna,obtusifolia,,,,,animal,,,,,
kochmer,Sericocarpus,asteroides,,,,,animal,,,,,
kochmer,Sericocarpus,linifolius,,,,,animal,,,,,
kochmer,Sesbania,exaltata,,,,,animal,,,,,
kochmer,Sesbania,punicea,,,,,animal,,,,,
kochmer,Sesuvium,maritimum,,,,,animal,,,,,
kochmer,Sesuvium,portulacastrum,,,,,animal,,,,,
kochmer,Seymeria,cassioides,,,,,animal,,,,,
kochmer,Seymeria,pectinata,,,,,animal,,,,,
kochmer,Sherardia,arvensis,,,,,animal,,,,,
kochmer,Shortia,galacifolia,,,,,,,,,,
kochmer,Sibara,virginica,,,,,animal/wind,,,,,
kochmer,Sicyos,angulatus,,,,,animal,,,,,
kochmer,Sida,carpinifolia,,,,,animal,,,,,
kochmer,Sida,elliottii,,,,,animal,,,,,
kochmer,Sida,rhombifolia,,,,,animal,,,,,
kochmer,Sida,spinosa,,,,,animal,,,,,
kochmer,Silphium,asteriscus,,,,,animal,,,,,
kochmer,Silphium,compositum,,,,,animal,,,,,
kochmer,Silphium,perfoliatum,,,,,animal,,,,,
kochmer,Silphium,terebinthinaceum,,,,,animal,,,,,
kochmer,Silphium,trifoliatum,,,,,animal,,,,,
kochmer,Sisymbrium,altissimum,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
kochmer,Sisymbrium,leiocarpum,,,,,animal/wind,,,,,
kochmer,Sisyrinchium,albidum,,,,,animal,,,,,
kochmer,Sisyrinchium,angustifolium,,,,,animal,,,,,
kochmer,Sisyrinchium,arenicola,,,,,animal,,,,,
kochmer,Sisyrinchium,atlanticum,,,native,,animal,,forb/herb,perennial,,
kochmer,Sisyrinchium,rosulatum,,,,,animal,,,,,
kochmer,Sium,suave,,,,,wind,,,,,
kochmer,Smilacina,racemosa,Maianthemum,racemosum,native,,animal,,forb/herb,perennial,,
kochmer,Smilax,auriculata,,,,,animal,,,,,
kochmer,Smilax,bona-nox,,,,,animal,,,,,
kochmer,Smilax,glauca,,,native,,animal,,vine/shrub,perennial,,
kochmer,Smilax,herbacea,,,native,,animal,,vine/forb/herb,perennial,,
kochmer,Smilax,hispida,,,,,animal,,,,,
kochmer,Smilax,hugeri,,,,,animal,,,,,
kochmer,Smilax,laurifolia,,,,,animal,,,,,
kochmer,Smilax,pumila,,,,,animal,,,,,
kochmer,Smilax,rotundifolia,,,native,,animal,,vine/shrub,perennial,,
kochmer,Smilax,smallii,,,,,animal,,,,,
kochmer,Smilax,walteri,,,,,animal,,,,,
kochmer,Solanum,aculeatissimum,,,,,animal,,,,,
kochmer,Solanum,americanum,,,,,animal,,,,,
kochmer,Solanum,carolinense,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Solanum,dulcamara,,,exotic,,animal,,subshrub/forb/herb/vine,perennial,,
kochmer,Solanum,eleagnifolium,,,,,animal,,,,,
kochmer,Solanum,gracile,,,,,animal,,,,,
kochmer,Solanum,nigrum,,,,,animal,,,,,
kochmer,Solanum,rostratum,,,native,,animal,,forb/herb,annual,,
kochmer,Solanum,sarrachoides,,,,,animal,,,,,
kochmer,Solanum,sisymbriifolium,,,,,animal,,,,,
kochmer,Solanum,torreyi,,,,,animal,,,,,
kochmer,Solanum,tuberosum,,,exotic,,animal,,subshrub/forb/herb,perennial,,
kochmer,Solidago,altissima,,,,,animal,,,,,
kochmer,Solidago,arguta,,,,,animal,,,,,
kochmer,Solidago,bicolor,,,,,animal,,,,,
kochmer,Solidago,caesia,,,,,animal,,,,,
kochmer,Solidago,curtisii,,,,,animal,,,,,
kochmer,Solidago,elliottii,,,,,animal,,,,,
kochmer,Solidago,erecta,,,,,animal,,,,,
kochmer,Solidago,fistulosa,,,,,animal,,,,,
kochmer,Solidago,flexicaulis,,,,,animal,,,,,
kochmer,Solidago,gigantea,,,,,animal,,,,,
kochmer,Solidago,gracillima,,,,,animal,,,,,
kochmer,Solidago,graminifolia,,,,,animal,,,,,
kochmer,Solidago,juncea,,,,,animal,,,,,
kochmer,Solidago,leavenworthii,,,,,animal,,,,,
kochmer,Solidago,nemoralis,,,,,animal,,,,,
kochmer,Solidago,notabilis,,,,,animal,,,,,
kochmer,Solidago,odora,,,,,animal,,,,,
kochmer,Solidago,petiolaris,,,,,animal,,,,,
kochmer,Solidago,pinetorum,,,,,animal,,,,,
kochmer,Solidago,puberula,,,,,animal,,,,,
kochmer,Solidago,radula,,,,,animal,,,,,
kochmer,Solidago,rigida,Oligoneuron,rigidum,native,,animal,,forb/herb,perennial,,
kochmer,Solidago,roanensis,,,,,animal,,,,,
kochmer,Solidago,rugosa,,,,,animal,,,,,
kochmer,Solidago,sempervirens,,,,,animal,,,,,
kochmer,Solidago,speciosa,,,native,,animal,,forb/herb,perennial,,
kochmer,Solidago,sphacelata,,,,,animal,,,,,
kochmer,Solidago,spithamaea,,,,,animal,,,,,
kochmer,Solidago,squarrosa,,,,,animal,,,,,
kochmer,Solidago,stricta,,,,,animal,,,,,
kochmer,Solidago,tortifolia,,,,,animal,,,,,
kochmer,Solidago,ulmifolia,,,,,animal,,,,,
kochmer,Solidago,verna,,,,,animal,,,,,
kochmer,Soliva,nasturtiifolia,,,,,animal,,,,,
kochmer,Soliva,sessilis,,,,,animal,,,,,
kochmer,Sonchus,arvensis,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Sonchus,asper,,,exotic,,animal,,forb/herb,annual,,
kochmer,Sonchus,oleraceus,,,exotic,,animal,,forb/herb,annual,,
kochmer,Sorbus,americana,,,,,animal,,,,,
kochmer,Sorbus,melanocarpa,,,,,animal,,,,,
kochmer,Specularia,biflora,,,,,animal,,,,,
kochmer,Specularia,perfoliata,,,,,animal,,,,,
kochmer,Spermacoce,glabra,,,,,animal,,,,,
kochmer,Spermolepis,divaricata,,,,,wind,,,,,
kochmer,Spermolepis,inermis,,,native,,wind,,forb/herb,annual,,
kochmer,Sphenoclea,zeylanica,,,,,animal,,,,,
kochmer,Spilanthes,repens,,,,,animal,,,,,
kochmer,Spiraea,alba,,,,,animal,,,,,
kochmer,Spiraea,betulifolia,,,,,animal,,,,,
kochmer,Spiraea,japonica,,,,,animal,,,,,
kochmer,Spiraea,tomentosa,,,,,animal,,,,,
kochmer,Spiraea,virginiana,,,,,animal,,,,,
kochmer,Spiranthes,cernua,,,,,animal,,,,,
kochmer,Spiranthes,floridana,,,,,animal,,,,,
kochmer,Spiranthes,laciniata,,,,,animal,,,,,
kochmer,Spiranthes,longilabris,,,,,animal,,,,,
kochmer,Spiranthes,ovalis,,,,,animal,,,,,
kochmer,Spiranthes,praecox,,,,,animal,,,,,
kochmer,Spiranthes,tuberosa,,,,,animal,,,,,
kochmer,Spiranthes,vernalis,,,native,,animal,,forb/herb,perennial,,
kochmer,Stachys,clingmanii,,,,,,,,,,
kochmer,Stachys,floridana,,,,,,,,,,
kochmer,Stachys,hyssopifolia,,,,,,,,,,
kochmer,Stachys,latidens,,,,,,,,,,
kochmer,Stachys,nuttallii,,,,,,,,,,
kochmer,Stachys,tenuifolia,,,,,,,,,,
kochmer,Stenanthium,gramineum,,,,,animal,,,,,
kochmer,Stewartia,ovata,,,,,,,,,,
kochmer,Stillingia,aquatica,,,,,animal,,,,,
kochmer,Stillingia,sylvatica,,,,,animal,,,,,
kochmer,Stokesia,laevis,,,,,animal,,,,,
kochmer,Streptopus,amplexifolius,,,,,animal,,,,,
kochmer,Streptopus,roseus,,,,,animal,,,,,
kochmer,Striga,lutea,,,,,animal,,,,,
kochmer,Strophostyles,helvola,,,,,animal,,,,,
kochmer,Strophostyles,umbellata,,,,,animal,,,,,
kochmer,Stylisma,aquatica,,,,,,,,,,
kochmer,Stylisma,humistrata,,,,,,,,,,
kochmer,Stylisma,patens,,,,,,,,,,
kochmer,Stylisma,pickeringii,,,,,,,,,,
kochmer,Stylosanthes,biflora,,,,,animal,,,,,
kochmer,Styrax,americana,,,,,,,,,,
kochmer,Styrax,grandifolium,,,,,,,,,,
kochmer,Suaeda,linearis,,,,,,,,,,
