site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
arnell,Scrophularia,nodosa,,,,,animal,,,,,
arnell,Scutellaria,galericulata,,,,,animal,,,,,
arnell,Secale,cereale,,,,,wind,,,,,
arnell,Sedum,acre,,,,,animal,,,,,
arnell,Sedum,album,,,,,animal,,,,,
arnell,Sedum,annuum,,,,,animal,,,,,
arnell,Sedum,sexangulare,,,,,animal,,,,,
arnell,Sedum,telephium,,,,,animal,,,,,
arnell,Selinum,carvifolia,,,,,wind,,,,,
arnell,Senecio,jacobaea,,,,,animal,,,,,
arnell,Senecio,sylvaticus,,,,,animal,,,,,
arnell,Senecio,viscosus,,,,,animal,,,,,
arnell,Senecio,vulgaris,,,,,animal,,,,,
arnell,Serratula,tinctoria,,,,,animal,,,,,
arnell,Seseli,libanotis,,,,,wind,,,,,
arnell,Sesleria,caerulea,,,,,wind,,,,,
arnell,Silene,dioica,,,,,animal,,,,,
arnell,Silene,latifolia,,,,,animal,,,,,
arnell,Silene,noctiflora,,,,,animal,,,,,
arnell,Silene,nutans,,,,,animal,,,,,
arnell,Silene,viscosa,,,,,animal,,,,,
arnell,Silene,vulgaris,,,,,animal,,,,,
arnell,Sinapis,arvensis,,,,,insect/wind,,,,,
arnell,Sisymbrium,loeselii,,,,,animal/wind,,,,,
arnell,Sisymbrium,officinale,,,,,insect/wind,,,,,
arnell,Sium,latifolium,,,,,wind,,,,,
arnell,Solanum,dulcamara,,,,,animal,,,,,
arnell,Solanum,tuberosum,,,,,animal,,,,,
arnell,Solidago,virgaurea,,,,,animal,,,,,
arnell,Sonchus,arvensis,,,,,animal,,,,,
arnell,Sorbus,aucuparia,,,,,animal,,,,,
arnell,Sorbus,intermedia,,,,,animal,,,,,
arnell,Sparganium,erectum,,,,,wind,,,,,
arnell,Spergula,arvensis,,,,,animal,,,,,
arnell,Spergularia,rubra,,,,,animal,,,,,
arnell,Stachys,palustris,,,,,insect,,,,,
arnell,Stachys,sylvatica,,,,,insect,,,,,
arnell,Stellaria,alsine,,,,,animal,,,,,
arnell,Stellaria,graminea,,,,,animal,,,,,
arnell,Stellaria,longifolia,,,,,animal,,,,,
arnell,Stellaria,media,,,,,animal,,,,,
arnell,Stellaria,nemorum,,,,,animal,,,,,
arnell,Stellaria,palustris,,,,,animal,,,,,
arnell,Succisa,pratensis,,,,,insect,,,,,
arnell,Syringa,vulgaris,,,,,NA,,,,,
arnell,Tanacetum,vulgare,,,,,animal,,,,,
arnell,Thlaspi,arvense,,,,,insect/wind,,,,,
arnell,Thlaspi,caerulescens,,,,,animal/wind,,,,,
arnell,Thymus,pulegioides,,,,,insect,,,,,
arnell,Thymus,serpyllum,,,,,insect,,,,,
arnell,Tilia,cordata,,,,,wind,,,,,
arnell,Torilis,japonica,,,,,wind,,,,,
arnell,Tragopogon,pratensis,,,,,animal,,,,,
arnell,Trientalis,europaea,,,,,animal,,,,,
arnell,Trifolium,arvense,,,,,animal,,,,,
arnell,Trifolium,aureum,,,,,animal,,,,,
arnell,Trifolium,hybridum,,,,,animal,,,,,
arnell,Trifolium,montanum,,,,,animal,,,,,
arnell,Trifolium,pratense,,,,,animal,,,,,
arnell,Trifolium,repens,,,,,animal,,,,,
arnell,Trifolium,spadiceum,,,,,animal,,,,,
arnell,Trifolium,vulgare,,,,,animal,,,,,
arnell,Triglochin,maritimum,,,,,wind,,,,,
arnell,Triglochin,palustre,,,,,wind,,,,,
arnell,Tripleurospermum,perforatum,,,,,animal,,,,,
arnell,Triticum,sativum,,,,,wind,,,,,
arnell,Trollius,europaeus,,,,,animal,,,,,
arnell,Tussilago,farfara,,,,,animal,,,,,
arnell,Ulmus,glabra,,,,,animal,,,,,
arnell,Urtica,dioica,,,,,wind,,,,,
arnell,Urtica,urens,,,,,wind,,,,,
arnell,Utricularia,intermedia,,,,,animal,,,,,
arnell,Utricularia,minor,,,,,animal,,,,,
arnell,Vaccinium,myrtillus,,,,,animal,,,,,
arnell,Vaccinium,oxycoccus,,,,,animal,,,,,
arnell,Vaccinium,uliginosum,,,,,animal,,,,,
arnell,Vaccinium,vitis-idaea,,,,,animal,,,,,
arnell,Valeriana,officinalis,,,,,animal,,,,,
arnell,Valerianella,locusta,,,,,animal,,,,,
arnell,Verbascum,thapsus,,,,,animal,,,,,
arnell,Veronica,anagallis-aquatica,,,,,animal,,,,,
arnell,Veronica,arvensis,,,,,animal,,,,,
arnell,Veronica,beccabunga,,,,,animal,,,,,
arnell,Veronica,chamaedrys,,,,,animal,,,,,
arnell,Veronica,officinalis,,,,,animal,,,,,
arnell,Veronica,scutellata,,,,,animal,,,,,
arnell,Veronica,serpyllifolia,,,,,animal,,,,,
arnell,Veronica,verna,,,,,animal,,,,,
arnell,Viburnum,lantana,,,,,animal,,,,,
arnell,Viburnum,opulus,,,,,animal,,,,,
arnell,Vicia,cracca,,,,,animal,,,,,
arnell,Vicia,sativa,,,,,animal,,,,,
arnell,Vicia,sepium,,,,,animal,,,,,
arnell,Vicia,sylvatica,,,,,animal,,,,,
arnell,Vicia,tetrasperma,,,,,animal,,,,,
arnell,Vicia,villosa,,,,,animal,,,,,
arnell,Vincetoxicum,hirundinaria,,,,,animal,,,,,
arnell,Viola,arvensis,,,,,animal,,,,,
arnell,Viola,canina,,,,,animal,,,,,
arnell,Viola,hirta,,,,,animal,,,,,
arnell,Viola,mirabilis,,,,,animal,,,,,
arnell,Viola,odorata,,,,,animal,,,,,
arnell,Viola,palustris,,,,,animal,,,,,
arnell,Viola,rupestris,,,,,animal,,,,,
arnell1877,Acer,platanoides,,,,,animal/wind,,tree,perennial,,
arnell1877,Alnus,incana,,,,,wind,,tree/shrub,perennial,,
arnell1877,Anemone,hepatica,,,,,animal,,forb/herb,perennial,,
arnell1877,Anemone,nemorosa,,,,,animal,,forb/herb,perennial,,
arnell1877,Betula,alba,,pubescens,,,wind,,tree,perennial,,
arnell1877,Calluna,vulgaris,,,,,animal,,shrub,perennial,,
arnell1877,Caltha,palustris,,,,,animal,,forb/herb,perennial,,
arnell1877,Convallaria,majalis,,,,,animal,,forb/herb,perennial,,
arnell1877,Dactylorhiza,maculata,,,,,animal,,,,,
arnell1877,Filipendula,ulmaria,,,,,animal,,,,,
arnell1877,Fragaria,vesca,,,,,animal,,,,,
arnell1877,Leucanthemum,vulgare,,,,,animal,,,,,
arnell1877,Linnaea,borealis,,,,,animal,,,,,
arnell1877,Malus,domestica,,,,,animal,,,,,
arnell1877,Menyanthes,trifoliata,,,,,animal,,,,,
arnell1877,Nuphar,luteum,,,,,animal,,,,,
arnell1877,Nymphaea,alba,,,,,animal,,,,,
arnell1877,Parnassia,palustris,,,,,animal,,,,,
arnell1877,Populus,tremula,,,,,animal/wind,,,,,
arnell1877,Prunus,cerasus,,,,,animal,,,,,
arnell1877,Prunus,padus,,,,,animal,,,,,
arnell1877,Ribes,rubrum,,,,,animal,,,,,
arnell1877,Rubus,arcticus,,,,,animal,,,,,
arnell1877,Rubus,idaeus,,,,,animal,,,,,
arnell1877,Salix,caprea,,,,,animal/wind,,,,,
arnell1877,Sorbus,aucuparia,,,,,animal,,,,,
arnell1877,Syringa,vulgaris,,,,,NA,,,,,
arnell1877,Tussilago,farfara,,,,,animal,,,,,
arnell1877,Ulmus,montana,,,,,animal,,,,,
arnell1877,Vaccinium,myrtillus,,,,,animal,,,,,
arnell1877,Vaccinium,vitis-idaea,,,,,animal,,,,,
arnell1877,Viscaria,vulgaris,,,,,animal,,,,,
bci,Acacia,hayesii,,,,,animal,,,,,
bci,Aegiphila,cephalophora,,,,,animal,,,,,
bci,Alchornea,costaricensis,,,,,animal,,,,,
bci,Alseis,blackiana,,,,,animal,,,,,
bci,Amphilophium,paniculatum,,,,,animal,,vine,perennial,,
bci,Anacardium,excelsum,,,,,NA,,,,,
bci,Annona,spraguei,,,,,NA,,,,,
bci,Apeiba,aspera,,,,,NA,,,,,
bci,Arrabidaea,candicans,,,,,animal,,,,,
bci,Arrabidaea,chica,,,,,animal,,vine,perennial
bci,Arrabidaea,florida,,,,,animal,,,
bci,Arrabidaea,patellifera,,,,,animal,,,
bci,Arrabidaea,verrucosa,,,,,animal,,,
bci,Astronium,graveolens,,,,,NA,,,
bci,Banisteriopsis,cornifolia,,,,,animal,,,
bci,Beilschmiedia,pendula,,,,,NA,,tree,perennial
bci,Brosimum,alicastrum,,,,,animal/wind,,tree,perennial
bci,Callichlamys,latifolia,,,,,animal,,,
bci,Capparis,frondosa,,,,,NA,,tree/shrub,perennial
bci,Casearia,arborea,,,,,animal,,tree/shrub,perennial
bci,Cecropia,insignis,,,,,animal/wind,,,
bci,Ceiba,pentandra,,,,,animal,,tree/shrub,perennial
bci,Celtis,iguanaea,,,,,animal,,tree/shrub/vine,perennial
bci,Ceratophytum,tetragonolobum,,,,,animal,,,
bci,Chromolaena,odorata,,,,,animal,,subshrub,perennial
bci,Chrysophyllum,cainito,,,,,animal,,tree,perennial
bci,Cissus,erosa,,,,,NA,,,
bci,Coccoloba,parimensis,,,,,animal/wind,,,
bci,Combretum,decandrum,,,,,NA,,,
bci,Cordia,alliodora,,,,,animal,,tree,perennial
bci,Cordia,bicolor,,,,,animal,,,
bci,Cordia,lasiocalyx,,,,,animal,,,
bci,Cordia,panamensis,,,,,animal,,,
bci,Coussarea,curvigemmia,,,,,animal,,,
bci,Davilla,nitida,,,,,NA,,,
bci,Dendropanax,arboreus,,,,,NA,,tree/shrub,perennial
bci,Desmopsis,panamensis,,,,,NA,,,
bci,Dipteryx,oleifera,,,,,animal,,,
bci,Doliocarpus,major,,,,,NA,,vine,perennial
bci,Doliocarpus,multiflorus,,,,,NA,,,
bci,Doliocarpus,olivaceus,,,,,NA,,vine,perennial
bci,Drypetes,standleyi,,,,,animal,,,
bci,Entada,monostachya,,,,,animal,,,
bci,Epiphyllum,phyllanthus,,,,,animal,,subshrub/shrub,perennial
bci,Eugenia,coloradensis,,,,,animal,,,
bci,Faramea,occidentalis,,,,,animal,,tree/shrub,perennial
bci,Guapira,standleyana,,,,,NA,,,
bci,Guarea,guidonia,,,,,animal,,tree/shrub,perennial
bci,Guatteria,dumetorum,,,,,NA,,,
bci,Guazuma,ulmifolia,,,,,animal,,tree/shrub,perennial
bci,Gustavia,superba,,,,,animal,,,
bci,Hampea,appendiculata,,,,,animal,,,
bci,Hasseltia,floribunda,,,,,NA,,,
bci,Havetiopsis,flexilis,,,,,NA,,,
bci,Heisteria,concinna,,,,,NA,,,
bci,Hippocratea,volubilis,,,,,animal,,vine,perennial
bci,Hiraea,faginea,,,,,animal,,,
bci,Hiraea,grandifolia,,,,,animal,,,
bci,Hiraea,quapara,,,,,animal,,,
bci,Hiraea,reclinata,,,,,animal,,,
bci,Hirtella,triandra,,,,,NA,,tree/shrub,perennial
bci,Hura,crepitans,,,,,animal,,tree,perennial
bci,Hybanthus,prunifolius,,,,,animal,,,
bci,Hyeronima,alchorneoides,,,,,animal,,,
bci,Inga,marginata,,,,,animal,,,
bci,Inga,punctata,,,,,animal,,,
bci,Jacaranda,copaia,,,,,animal,,,
bci,Justicia,graciliflora,,,,,animal,,,
bci,Lonchocarpus,latifolius,,heptaphyllus,,,animal,,tree,perennial
bci,Luehea,seemannii,,,,,NA,,,
bci,Macfadyena,unguis-cati,,,,,animal,,,
bci,Machaerium,microphyllum,,,,,animal,,,
bci,Maripa,panamensis,,,,,NA,,,
bci,Mascagnia,hippocrateoides,,,,,animal
bci,Mascagnia,nervosa,,,,,animal
bci,Mendoncia,gracilis,,,,,animal
bci,Mendoncia,litoralis,,,,,animal
bci,Mikania,leiostachya,,,,,animal
bci,Mouriri,myrtilloides,,,,,animal
bci,Ochroma,pyramidale,,,,,animal
bci,Ocotea,cernua,,,,,NA
bci,Ocotea,oblonga,,,,,NA
bci,Oenocarpus,mapora,,,,,NA
bci,Oryctanthus,alveolatus,,,,,animal
bci,Ouratea,lucens,,,,,NA
bci,Palicourea,guianensis,,,,,animal
bci,Paragonia,pyramidata,,,,,animal
bci,Paullinia,baileyi,,,,,NA
bci,Paullinia,fuscescens,,,,,NA
bci,Paullinia,rugosa,,,,,NA
bci,Paullinia,turbacensis,,,,,NA
bci,Petrea,aspera,,,,,animal
bci,Philodendron,fragrantissimum,,,,,animal
bci,Phryganocydia,corymbosa,,,,,animal
bci,Pithecoctenium,crucigerum,,,,,animal
bci,Platymiscium,pinnatum,,,,,animal
bci,Platypodium,elegans,,,,,animal
bci,Poulsenia,armata,,,,,animal/wind
bci,Pouteria,reticulata,,,,,animal
bci,Prionostemma,aspera,,,,,animal
bci,Prioria,copaifera,,,,,animal
bci,Protium,panamense,,,,,NA
bci,Protium,tenuifolium,,,,,NA
bci,Psychotria,furcata,,,,,animal
bci,Psychotria,horizontalis,,,,,animal
bci,Quararibea,asterolepis,,,,,animal
bci,Quassia,amara,,,,,animal
bci,Randia,armata,,,,,animal
bci,Rhynchosia,pyramidalis,,,,,animal
bci,Rinorea,sylvatica,,,,,animal
bci,Sapium,aucuparium,,,,,animal
bci,Schefflera,morototoni,,,,,NA
bci,Serjania,atrolineata,,,,,NA
bci,Serjania,circumvallata,,,,,NA
bci,Serjania,mexicana,,,,,NA
bci,Serjania,pluvialiflorens,,,,,NA
bci,Simarouba,amara,,,,,NA
bci,Sloanea,terniflora,,,,,NA
bci,Sorocea,affinis,,,,,animal/wind
bci,Souroubea,sympetala,,,,,animal
bci,Spondias,mombin,,,,,NA
bci,Spondias,radlkoferi,,,,,NA
bci,Swartzia,simplex,,,,,animal
bci,Tabebuia,guayacan,,,,,animal
bci,Tabebuia,rosea,,,,,animal
bci,Tabernaemontana,arborea,,,,,NA
bci,Terminalia,oblonga,,,,,NA
bci,Tetracera,hydrophila,,,,,NA
bci,Tetracera,portobellensis,,,,,NA
bci,Tetragastris,panamensis,,,,,NA
bci,Tetrapterys,discolor,,,,,animal
bci,Thinouia,myriantha,,,,,NA
bci,Trattinnickia,aspera,,,,,NA
bci,Trema,micrantha,,,,,animal
bci,Trichilia,pallida,,,,,animal
bci,Trichilia,tuberculata,,,,,animal
bci,Triplaris,cumingiana,,,,,animal/wind
bci,Tynnanthus,croatianus,,,,,animal,,,,,
bci,Virola,sebifera,,,,,NA,,,,,
bci,Virola,surinamensis,,,,,NA,,,,,
bci,Vochysia,ferruginea,,,,,NA,,,,,
bci,Zanthoxylum,ekmanii,,,,,animal,,,,,
bci,Zanthoxylum,panamense,,,,,animal,,,,,
bertel,Abutilon,abutiloides,,,,,animal,,,,,
bertel,Abutilon,incanum,,,,,animal,,,,,
bertel,Abutilon,mollicomum,,,,,animal,,,,,
bertel,Abutilon,parishii,,,,,animal,,,,,
bertel,Acacia,angustissima,,,,,animal,,,,,
bertel,Acacia,greggii,,,,,animal,bee/butterfly/ant/wasp/fly,,,STSD,
bertel,Acalypha,neomexicana,,,native,,animal,,forb/herb,annual,,
bertel,Acer,campestre,,,,,wind,,,,,
bertel,Acourtia,thurberi,,,,,animal,,,,,
bertel,Acourtia,wrightii,,,,,animal,,,,,
bertel,Adenophyllum,porophylloides,,,,,,,,,,
bertel,Agastache,rupestris,,,native,,,,subshrub/forb/herb,perennial,,
bertel,Agave,chrysantha,,,,,animal,bee/moth/hummingbird,,,PCDL,
bertel,Agave,palmeri,,,,,animal,bat/bee/moth/hummingbird,,,PCDL,
bertel,Agave,schottii,,,,,animal,bat/bee/moth/hummingbird,,,PCDL,
bertel,Ageratina,herbacea,,,,,,,,,,
bertel,Agrostis,scabra,,,,,wind,,,,,
bertel,Allionia,incarnata,,,,,,,,,,
bertel,Allium,geyeri,,,,,animal,,,,,
bertel,Allium,macropetalum,,,,,animal,,,,,
bertel,Aloysia,wrightii,,,,,animal,,,,,
bertel,Amaranthus,albus,,,,,animal,,,,BA,
bertel,Amaranthus,fimbriatus,,,,,animal,,,,BA,
bertel,Amaranthus,palmeri,,,,,animal,,,,BA,
bertel,Amaranthus,powellii,,,,,animal,,,,BA,
bertel,Amaranthus,tucsonensis,,,,,animal,,,,BA,
bertel,Amauriopsis,dissecta,,,,,animal,,,,,
bertel,Ambrosia,ambrosioides,,,,,wind,,,,STSD,
bertel,Ambrosia,confertiflora,,,,,wind,,,,PPE,
bertel,Ambrosia,deltoidea,,,,,wind,,,,PPE,
bertel,Amorpha,fruticosa,,,,,animal,,,,,
bertel,Amsinckia,intermedia,,,,,animal,,,,,
bertel,Androsace,occidentalis,,,,,animal,,,,,
bertel,Anemone,tuberosa,,,,,animal,,,,,
bertel,Anisacanthus,thurberi,,,,,animal,,,,,
bertel,Anoda,abutiloides,,,,,animal,,,,,
bertel,Anoda,reticulata,,,,,animal,,,,,
bertel,Antirrhinum,nuttallianum,,,,,animal,,,,,
bertel,Arbutus,arizonica,,,,,animal,,,,,
bertel,Arctostaphylos,pungens,,,,,animal,,,,,
bertel,Arenaria,lanuginosa,,,,,animal,,,,,
bertel,Argythamnia,neomexicana,,,,,animal,,,,,
bertel,Aristida,adscensionis,,,,,wind,,,,USDA Plants,
bertel,Aristida,parishii,,,,,wind,,,,USDA Plants,
bertel,Aristida,purpurea,,,,,wind,,,,USDA Plants,
bertel,Aristida,schiedeana,,,,,wind,,,,USDA Plants,
bertel,Aristida,ternipes,,,,,wind,,,,USDA Plants,
bertel,Aristolochia,watsonii,,,,,animal,,,,,
bertel,Artemisia,dracunculus,,,,,wind,,,,PPE,
bertel,Artemisia,ludoviciana,,,,,wind,,,,PPE,
bertel,Asclepias,linaria,,,native,,animal,,forb/herb,perennial,STSD,
bertel,Astragalus,allochrous,,,,,animal,,,,,
bertel,Astragalus,nothoxys,,,,,animal,,,,,
bertel,Astragalus,nuttallianus,,,,,animal,,,,,
bertel,Atriplex,canescens,,,,,wind,,,,,
bertel,Avena,fatua,,,,,wind,,,,USDA Plants,
bertel,Ayenia,filiformis,,,,,animal,,,,,
bertel,Baccharis,salicifolia,,,,,,,,,,
bertel,Baccharis,sarothroides,,,,,,,,,,
bertel,Baccharis,thesioides,,,,,,,,,,
bertel,Bahia,absinthifolia,,,native,,animal,,forb/herb,perennial,,
bertel,Baileya,multiradiata,,,,,,,,,,
bertel,Bebbia,juncea,,,,,,,,,,
bertel,Bidens,bigelovii,,,,,animal,beetle,,,PCDL,only found as Biden sp.
bertel,Bidens,heterosperma,,,,,animal,beetle,,,PCDL,only found as Biden sp.
bertel,Bidens,lemmonii,,,,,animal,beetle,,,PCDL,only found as Biden sp.
bertel,Bidens,leptocephala,,,,,animal,beetle,,,PCDL,only found as Biden sp.
bertel,Blepharoneuron,tricholepis,,,,,wind,,,,,
bertel,Boechera,perennans,,,,,animal/wind,,,,,
bertel,Boerhavia,coccinea,,,,,animal,,,,,
bertel,Boerhavia,erecta,,,,,animal,,,,,
bertel,Boerhavia,gracillima,,,,,,,,,,
bertel,Boerhavia,intermedia,,,,,,,,,,
bertel,Boerhavia,spicata,,,,,,,,,,
bertel,Bothriochloa,barbinodis,,,,,wind,,,,,
bertel,Bouteloua,aristidoides,,,,,wind,,herb,annual,USDA Plants,
bertel,Bouteloua,curtipendula,,,native,,wind,,graminoid,perennial,USDA Plants,
bertel,Bouteloua,eriopoda,,,,,wind,,herb (grass?),perennial,USDA Plants,
bertel,Bouteloua,gracilis,,,native,,wind,,graminoid,perennial,USDA Plants,
bertel,Bouteloua,hirsuta,,,,,wind,,graminoid,perennial,USDA Plants,
bertel,Bouteloua,repens,,,,,wind,,herb,perennial,USDA Plants,
bertel,Bouteloua,rothrockii,,,,,wind,,herb,perennial,USDA Plants,
bertel,Bouvardia,ternifolia,,,,,animal,,,,,
bertel,Bowlesia,incana,,,,,wind,,,,,
bertel,Brickellia,amplexicaulis,,,,,animal,,,,BA,
bertel,Brickellia,brachyphylla,,,,,animal,,,,BA,
bertel,Brickellia,californica,,,,,animal,,,,BA,
bertel,Brickellia,coulteri,,,,,animal,,,,BA,
bertel,Brickellia,grandiflora,,,,,animal,,,,BA,
bertel,Brickellia,parvula,,,,,animal,,,,BA,
bertel,Brickellia,venosa,,,,,animal,,,,BA,
bertel,Bromus,anomalus,,,,,wind,,,,USDA Plants,
bertel,Bromus,carinatus,,,,,wind,,,,USDA Plants,
bertel,Bromus,rubens,,,,,wind,,,,USDA Plants,
bertel,Bulbostylis,capillaris,,,,,wind,,,,USDA Plants,
bertel,Bulbostylis,funckii,,,,,wind,,,,USDA Plants,
bertel,Calandrinia,ciliata,,,,,,,,,,
bertel,Calliandra,eriophylla,,,,,animal,,,,,
bertel,Calliandra,humilis,,,,,animal,,,,,
bertel,Callitriche,heterophylla,,,,,,,,,,
bertel,Camissonia,californica,,,,,animal/wind,,,,,
bertel,Camissonia,chamaenerioides,,,,,animal/wind,,,,,
bertel,Carex,leucodonta,,,,,wind,,,,,
bertel,Carlowrightia,arizonica,,,,,animal,,,,,
bertel,Carminatia,tenuiflora,,,,,,,,,,
bertel,Carnegiea,gigantea,,,,,animal,bat/bird,,,PCDL,
bertel,Carphochaete,bigelovii,,,,,,,,,,
bertel,Castilleja,tenuiflora,,,native,,animal,,forb/herb,perennial,,
bertel,Caulanthus,lasiophyllus,,,,,animal/wind,,,,,
bertel,Ceanothus,fendleri,,,,,animal,beetle,,,PCDL,
bertel,Celtis,pallida,,,,,animal,,,,,
bertel,Celtis,reticulata,,,,,animal,,,,,
bertel,Cerastium,texanum,,,,,animal,,,,,
bertel,Chaenactis,stevioides,,,,,,,,,,
bertel,Chaetopappa,ericoides,,,,,,,,,,
bertel,Chamaesyce,arizonica,,,,,animal,,,,,
bertel,Chamaesyce,florida,,,,,animal,,,,,
bertel,Chamaesyce,micromera,,,,,animal,,,,,
bertel,Chamaesyce,revoluta,,,,,animal,,,,,
bertel,Chenopodium,graveolens,,,,,wind,,,,,
bertel,Chenopodium,neomexicanum,,,,,wind,,,,,
bertel,Chilopsis,linearis,,,,,animal,moth,,,PCDL,only given Chilopsis sp.
bertel,Chloris,virgata,,,,,wind,,,,,
bertel,Chorizanthe,brevicornu,,,,,animal/wind,,,,,
bertel,Cirsium,arizonicum,,,,,animal,moth,,,PCDL,only given Cirsium sp.
bertel,Cirsium,neomexicanum,,,,,animal,moth,,,PCDL,
bertel,Cissus,trifoliata,,,,,,,,,,
bertel,Cistanthe,monandra,,,,,,,,,,
bertel,Claytonia,perfoliata,,,,,insect,,,,,
bertel,Cnidoscolus,angustidens,,,,,animal,,,,,
bertel,Cologania,angustifolia,,,,,animal,,,,,
bertel,Comandra,umbellata,,,,,,,,,,
bertel,Commelina,dianthifolia,,,,,animal,,,,,
bertel,Commelina,erecta,,,native,,animal,bee,forb/herb,perennial,PCDL,
bertel,Commicarpus,scandens,,,,,,,,,,
bertel,Conyza,canadensis,,,,,insect,,,,,
bertel,Cordylanthus,wrightii,,,,,animal,,,,,
bertel,Coreocarpus,arizonicus,,,,,,,,,,
bertel,Corydalis,aurea,,,,,animal/wind,,,,,
bertel,Cosmos,parviflorus,,,,,,,,,,
bertel,Cottea,pappophoroides,,,,,wind,,,,,
bertel,Coursetia,caribaea,,,,,animal,,,,,
bertel,Coursetia,glandulosa,,,,,animal,bee,,,STSD,
bertel,Crassula,connata,,,,,animal,,,,,
bertel,Crossosoma,bigelovii,,,,,,,,,,
bertel,Cryptantha,angustifolia,,,,,animal,,,,PPE,
bertel,Cryptantha,barbigera,,,,,animal,,,,PPE,
bertel,Cryptantha,decipiens,,,,,animal,,,,PPE,
bertel,Cryptantha,muricata,,,,,animal,,,,PPE,
bertel,Cryptantha,nevadensis,,,,,animal,,,,PPE,
bertel,Cryptantha,pterocarya,,,,,animal,,,,PPE,
bertel,Cucurbita,digitata,,,,,animal,,,,,
bertel,Cuscuta,indecora,,,,,,,,,,
bertel,Cylindropuntia,bigelovii,,,,,animal,,,,PPE,
bertel,Cylindropuntia,fulgida,,,,,animal,,,,PPE,
bertel,Cylindropuntia,versicolor,,,,,animal,,,,PPE,
bertel,Cynanchum,arizonicum,,,,,animal,,,,,
bertel,Cynodon,dactylon,,,,,wind,,,,,
bertel,Cyperus,dipsaceus,,,,,wind,,,,PPE,
bertel,Cyperus,esculentus,,,,,wind,,,,PPE,
bertel,Cyperus,fendlerianus,,,,,wind,,,,PPE,
bertel,Cyperus,manimae,,,,,wind,,,,PPE,
bertel,Cyperus,mutisii,,,,,wind,,,,PPE,
bertel,Cyperus,pallidicolor,,,,,wind,,,,PPE,
bertel,Cyperus,sphaerolepis,,,,,wind,,,,PPE,
bertel,Cyperus,squarrosus,,,,,wind,,,,PPE,
bertel,Dalea,albiflora,,,,,animal,,,,,
bertel,Dalea,pringlei,,,,,animal,,,,,
bertel,Dasylirion,wheeleri,,,,,,,,,,
bertel,Dasyochloa,pulchella,,,,,wind,,,,,
bertel,Datura,discolor,,,,,animal,,,,,
bertel,Datura,wrightii,,,,,animal,,,,,
bertel,Daucus,pusillus,,,,,wind,,,,,
bertel,Delphinium,scaposum,,,,,animal,,,,,
bertel,Descurainia,pinnata,,,,,animal/wind,,,,,
bertel,Descurainia,sophia,,,,,animal/wind,,,,,
bertel,Descurainia,sophia,,,,,self,,,,,
bertel,Desmodium,batocaulon,,,,,animal,,,,,
bertel,Desmodium,neomexicanum,,,,,animal,,,,,
bertel,Desmodium,procumbens,,,,,animal,,,,,
bertel,Desmodium,rosei,,,,,animal,,,,,
bertel,Dichelostemma,pulchellum,,,,,animal,,,,,
bertel,Digitaria,californica,,,,,wind,,,,USDA Plants,
bertel,Digitaria,insularis,,,,,wind,,,,USDA Plants,
bertel,Dimorphotheca,sinuata,,,,,,,,,,
bertel,Dodonaea,viscosa,,,,,,,,,,
bertel,Draba,cuneifolia,,,,,animal/wind,,,,,
bertel,Draba,petrophila,,,,,animal/wind,,,,,
bertel,Drymaria,glandulosa,,,,,animal,,,,,
bertel,Drymaria,molluginea,,,,,animal,,,,,
bertel,Dryopetalon,runcinatum,,,,,,,,,,
bertel,Echeandia,flavescens,,,,,,,,,,
bertel,Echinocereus,coccineus,,,,,animal,,,,,
bertel,Echinocereus,fasciculatus,,,,,animal,,,,,
bertel,Echinochloa,colona,,,,,wind,,,,USDA Plants,
bertel,Echinopepon,wrightii,,,,,animal,,,,,
bertel,Elymus,elymoides,,,,,wind,,,,,
bertel,Emmenanthe,penduliflora,,,,,animal,,,,,
bertel,Encelia,farinosa,,,,,animal,beetle,,,PCDL,
bertel,Enneapogon,cenchroides,,,,,wind,,,,USDA Plants,
bertel,Enneapogon,desvauxii,,,,,wind,,,,USDA Plants,
bertel,Ephedra,trifurca,,,,,,,,,,
bertel,Epilobium,canum,,,,,animal/wind,,,,,
bertel,Eragrostis,cilianensis,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,curvula,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,echinochoidea,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,intermedia,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,lehmanniana,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,mexicana,,,,,wind,,,,USDA Plants,
bertel,Eragrostis,pectinacea,,,,,wind,,,,USDA Plants,
bertel,Eriastrum,diffusum,,,,,,,,,,
bertel,Ericameria,cuneata,,,,,,,,,,
bertel,Ericameria,laricifolia,,,,,,,,,,
bertel,Erigeron,divergens,,,,,animal,,,,BA,
bertel,Erigeron,lobatus,,,,,animal,,,,BA,
bertel,Erigeron,neomexicanus,,,,,animal,,,,BA,
bertel,Erigeron,oreophilus,,,,,animal,,,,BA,
bertel,Erigeron,tracyi,,,,,animal,beetle,,,PCDL,only given Erigeron
bertel,Eriochloa,acuminata,,,,,wind,,,,,
bertel,Eriochloa,aristata,,,,,wind,,,,,
bertel,Eriogonum,abertianum,,,,,animal,beetle,,,PCDL,only given Eriogonum sp.
