phylonum	name	genus	name	ThorPA	HosmerAbun	EatonAbun	PrimackAbun	Hosmer01	HomserData2	HosmerData3	HosmerData4	Waif1	Waif2	DeltaAbun_cont	Deer1	Deer2	DeerSp	PrimPA	Native	IPANEinvstat	IPANEinvstatAll	IPANEinvstat1	IPANEinvstatNat	Habitat	Habitat1_4	Habitat1	Habitat2	Habitat3	Habitat4	duration	height	minffd	mintemp	sdabun	sdperiod	sdsprdrate	sdvigor	vegsprdrate	seedwt	ThorMFD	HosmMFD	PrimMFD	SpringTemp	absSpringTemp	mWinterTemp	comWinterTemp\	WinterTemp	absWinterTemp	TPdeltaFlwr	HPdeltaFlwr	HPdeltaFlwr_2	THdeltaFlwr	syndrome1	syndrome2	syndromeBinary	sexuality	symmetry	nectaries	size	AvgLat	MinLat	tMinLat	MaxLat	tMaxlat	SDLat	tSDLat	tseedwt	tsize	tminffd	theight	habit	HabiatBinary	GF	Decid_Egreen	Needle_Broad	C3C4	N2fixer	logLL	logLMA	logNmass	logNarea	logPmass	logParea	logAmass	logAarea	logGs	logRdmass	logRdarea
512	Asclepias_incarnata	Asclepias	incarnata	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	4.9	107	-52	2	1	1	1	2	0.648	188.5	185.0666667	185.6666667	missing	missing	missing	missing	missing	missing	2.833333333	-0.6	-0.6	-3.433333333	6	3	1	0	0	1	0.6	40.2546605	25.1171	1.399969495	48.95	1.689752696	3.564994276	0.552058837	-0.188424994	-0.22184875	10.34408043	0.69019608	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
780	Bidens_frondosa	Bidens	frondosa	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	4	80	-52	3	2	2	2	0	2.96	234.3333333	233.5	241	missing	missing	missing	missing	missing	missing	-6.666666667	-7.5	-7.5	-0.833333333	10	2	1	0	0	1	1	39.97751969	29.4513	1.46910447	53.367	1.72727279	4.083793846	0.61106381	0.471291711	0	8.94427191	0.602059991	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
391	Cardamine_bulbosa	Cardamine	bulbosa	1	1	2	1	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	4	4	0	0	0	1	2	0.6	127	-46	missing	missing	missing	missing	missing	missing	142	138.5	132.5	missing	missing	missing	missing	missing	missing	9.5	6	6	-3.5	10	2	1	0	0	1	2.5	38.87653169	27.9598	1.446534061	48.7757	1.688203511	3.725622474	0.571198845	missing	0.397940009	11.26942767	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
397	Cardamine_diphylla	Cardamine	diphylla	1	1	0	1	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.4	missing	missing	missing	missing	missing	missing	missing	missing	missing	120.2307692	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	40.19847738	31.6437	1.500287259	47.95	1.680788612	3.50612868	0.544827851	missing	0.278753601	missing	-0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
491	Cephalanthus_occidentalis	Cephalanthus	occidentalis	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	20	150	-52	2	1	2	3	0	1.693	196	196.5	192.6666667	-0.6	0.6	-0.7	-0.7	-0.7	0.7	3.333333333	3.833333333	3.833333333	0.5	10	2	1	0	0	1	3.8	37.11869507	25.1171	1.399969495	46.1395	1.664072884	4.084125848	0.611099116	0.228656958	0.579783597	12.24744871	1.301029996	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
630	Cicuta_bulbifera	Cicuta	bulbifera	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	127	-52	missing	missing	missing	missing	missing	1.577	208.25	205.7692308	207	missing	missing	missing	missing	missing	missing	1.25	-1.230769231	-1.230769231	-2.480769231	10	2	1	0	0	1	0.6	43.47984316	37.4689	1.573670943	63.583	1.803341015	2.794887346	0.446364307	0.197831693	-0.22184875	11.26942767	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
216	Circaea_lutetiana	Circaea	lutetiana	1	5	2	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1	missing	missing	missing	missing	missing	missing	missing	2	192.4	187.1875	183	0.1	0.1	-0.227544018	0	0	0	9.4	4.1875	4.1875	-5.2125	10	2	1	0	1	1	0.3	40.0053055	30.7331	1.487606369	48.8	1.688419822	3.166733869	0.500611567	0.301029996	-0.522878745	missing	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
87	Coptis_trifolia	Coptis	trifolia	1	5	5	5	0	0	0	0	0	0	0	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.3	missing	missing	missing	missing	missing	missing	missing	missing	135	131.25	121.5	-0.3	0.3	-0.4	-0.4	-0.4	0.4	13.5	9.75	9.75	-3.75	10	2	1	0	0	1	1.3	43.72023132	38.322	1.583448167	64.2	1.807535028	2.88276707	0.459809552	missing	0.113943352	missing	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
114	Corydalis_sempervirens	Corydalis	sempervirens	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	2	0.8	127	-52	missing	missing	missing	missing	missing	missing	167	142.7333333	missing	-0.2	0.2	-0.2	-0.2	-0.2	0.2	missing	missing	missing	-24.26666667	7	3	1	0	1	1	1.3	43.24568796	34.5745	1.538755908	67.333	1.828227965	5.994969429	0.777786973	missing	0.113943352	11.26942767	-0.096910013	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
71	Cypripedium_acaule	Cypripedium	acaule	1	5	5	5	0	0	0	0	0	0	0	yes	yes	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.2	127	-52	missing	missing	missing	missing	missing	0.004	146.3333333	140.25	140.5	missing	missing	missing	missing	missing	missing	5.833333333	-0.25	-0.25	-6.083333333	7	3	1	0	1	1	7.6	40.57828663	33.6709	1.527254725	48.7703	1.688155427	3.523686979	0.546997322	-2.397940009	0.880813592	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
292	Desmodium_paniculatum	Desmodium	paniculatum	1	1	2	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	3	180	-46	3	3	3	3	0	3.192	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	1.3	37.17182239	26.0829	1.416355876	44.7403	1.650698892	3.703205927	0.568577863	0.504062883	0.113943352	13.41640786	0.477121255	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
769	Doellingeria_umbellata	Doellingeria	umbellata	1	5	6	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	missing	missing	missing	missing	missing	missing	missing	0.5	212.25	211.875	217	-0.6	0.6	-0.5	-0.5	-0.5	0.5	-4.75	-5.125	-5.125	-0.375	10	2	1	0	0	1	1.9	41.60355233	30.6549	1.486499904	48.7757	1.688203511	3.325228713	0.521821522	-0.301029996	0.278753601	missing	0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
467	Epigaea_repens	Epigaea	repens	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.4	127	-50	missing	missing	missing	missing	missing	0.055	112.1428571	105.2352941	118	-0.5	0.5	-0.7	-0.7	-0.7	0.7	-5.857142857	-12.76470588	-12.76470588	-6.907563025	10	2	1	2	0	1	1.3	39.92190586	30.2328	1.480478371	53.2	1.725911632	4.130483751	0.616000918	-1.259637311	0.113943352	11.26942767	-0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
730	Erigeron_annuus	Erigeron	annuus	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	2	1.5	127	-47	missing	missing	missing	missing	missing	0.03	missing	188.4615385	153	missing	missing	missing	missing	missing	missing	missing	35.46153846	35.46153846	missing	10	2	1	0	0	1	1.9	39.3295245	8.85333	0.947106652	48.4768	1.685533944	3.552219812	0.550499832	-1.522878745	0.278753601	11.26942767	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
803	Eupatoriadelphus_dubius	Eupatoriadelphus	dubius	1	5	6	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	missing	missing	missing	missing	missing	missing	missing	missing	211.5	200.0666667	211.6666667	missing	missing	missing	missing	missing	missing	-0.166666667	-11.6	-11.6	-11.43333333	10	2	1	0	0	1	1	37.33499551	34.1823	1.533801281	44.7403	1.650698892	2.119542611	0.326242152	missing	0	missing	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
498	Galium_asprellum	Galium	asprellum	1	5	5	5	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	5.9	120	-52	2	2	2	2	0	0.907	189.6666667	185.5	173.3333333	missing	missing	missing	missing	missing	missing	16.33333333	12.16666667	12.16666667	-4.166666667	10	2	1	0	0	1	0.3	42.37083173	35.2024	1.546572273	48.7675	1.688130493	2.495370802	0.397135089	-0.042392713	-0.522878745	10.95445115	0.770852012	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
504	Galium_circaezans	Galium	circaezans	1	1	3	1	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.6	missing	missing	missing	missing	missing	missing	missing	6.35	178.75	177	176.3333333	missing	missing	missing	missing	missing	missing	2.416666667	0.666666667	0.666666667	-1.75	10	2	1	0	0	1	0.3	38.3289291	30.2328	1.480478371	45.5831	1.658803857	2.964383437	0.471934378	0.802773725	-0.522878745	missing	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
497	Galium_triflorum	Galium	triflorum	1	5	4	5	0	0	0	0	0	0	0	no	no	no	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	127	-52	missing	missing	missing	missing	missing	0.679	174.25	167.625	156	-0.3	0.3	-0.3	-0.3	-0.3	0.3	18.25	11.625	11.625	-6.625	10	2	1	0	0	1	0.3	40.43362656	29.7936	1.474122983	59.45	1.774151859	3.952059793	0.596823507	-0.168130226	-0.522878745	11.26942767	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
478	Gaylussacia_baccata	Gaylussacia	baccata	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	4	100	-52	2	2	1	1	2	1.593	143	138.2	134.75	-0.6	0.6	-0.7	-0.7	-0.7	0.7	8.25	3.45	3.45	-4.8	7	3	1	0	0	1	1.3	40.23754142	33.2879	1.522286398	47.4773	1.676486013	3.017700599	0.479676149	0.202215776	0.113943352	10	0.602059991	2	missing	S	missing	B	C3	N	0.77815125	1.829605925	0.220108088	0.049714013	-1.080921908	-1.2513	2.094481505	0.92408743	missing	missing	missing
479	Gaylussacia_frondosa	Gaylussacia	frondosa	1	2	3	2	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	6	155	-43	1	2	1	1	2	1.281	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	1.3	37.73381457	30.4191	1.483146361	43.3239	1.636727545	3.267114249	0.514164322	0.10754913	0.113943352	12.4498996	0.77815125	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
212	Geranium_robertianum	Geranium	robertianum	1	1	1	1	0	0	0	0	0	0	0	yes	yes	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.6	127	-52	missing	missing	missing	missing	missing	0.86	missing	150.4666667	147	-0.4	0.4	-0.498081297	-0.6	-0.6	0.6	missing	3.466666667	3.466666667	missing	10	2	1	0	0	1	1.3	42.70848241	36.2485	1.55929004	48.8337	1.688719631	2.211982244	0.344781637	-0.065501549	0.113943352	11.26942767	-0.22184875	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
415	Hibiscus_moscheutos	Hibiscus	moscheutos	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	2	missing	missing	missing	missing	missing	missing	missing	2.268	224	227.1333333	222	-0.3	0.3	-0.4	-0.4	-0.4	0.4	2	5.133333333	5.133333333	3.133333333	3	3	1	0	0	1	17.8	36.54650333	28.7656	1.458873437	43.2953	1.636440753	3.477091525	0.541216122	0.35564305	1.250420002	missing	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
623	Ilex_mucronata	Ilex	mucronata	1	2	2	2	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	3	missing	missing	missing	missing	missing	missing	missing	10	139.8333333	133.4666667	157	missing	missing	missing	missing	missing	missing	-17.16666667	-23.53333333	-23.53333333	-6.366666667	10	2	1	2	0	0	missing	42.54633503	39.0775	1.591926772	46.7083	1.669394061	1.867163779	0.271182414	1	missing	missing	0.477121255	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
440	Impatiens_capensis	Impatiens	capensis	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	4.9	95	-52	2	2	1	3	0	0.648	187.3333333	186.375	181	-0.7	0.7	-0.7	-0.7	-0.7	0.7	6.333333333	5.375	5.375	-0.958333333	7	3	1	0	1	1	1.3	39.52492342	29.0676	1.463409175	60.083	1.778751609	3.848895261	0.585336093	-0.188424994	0.113943352	9.746794345	0.69019608	3	1	H	missing	missing	missing	missing	missing	1.26520017	missing	missing	missing	missing	missing	missing	missing	missing	missing
770	Ionactis_linariifolius	Ionactis	linariifolius	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.5	missing	missing	missing	missing	missing	missing	missing	missing	214	199.8	218.6666667	-0.5	0.5	-0.4	-0.4	-0.4	0.4	-4.666666667	-18.86666667	-18.86666667	-14.2	10	2	1	0	0	1	2.5	37.64377207	29.8016	1.474239581	46.9	1.671172843	3.825024451	0.582634216	missing	0.397940009	missing	-0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
468	Kalmia_angustifolia	Kalmia	angustifolia	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1	127	-52	missing	missing	missing	missing	missing	missing	159	153.625	156.3333333	-0.7	0.7	-0.7	-0.7	-0.7	0.7	2.666666667	-2.708333333	-2.708333333	-5.375	7	3	1	0	0	1	1.3	42.46966421	36.6525	1.564103602	53.133	1.725364338	2.70622308	0.432363594	missing	0.113943352	11.26942767	0	2	missing	T	E	B	C3	N	1.255272505	2.078160577	0.086359831	0.164520408	-1.142667504	-1.0645	1.855614121	0.933774698	missing	missing	missing
656	Lobelia_cardinalis	Lobelia	cardinalis	1	5	4	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	5.9	130	-52	2	2	1	3	0	0.04	201.25	206.25	215	missing	missing	missing	missing	missing	missing	-13.75	-8.75	-8.75	5	3	3	1	0	1	1	3.8	37.65053881	27.9598	1.446534061	46.6484	1.668836752	3.911880604	0.592385591	-1.397940009	0.579783597	11.40175425	0.770852012	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
215	Ludwigia_alternifolia	Ludwigia	alternifolia	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	225	-41	missing	missing	missing	missing	missing	0.03	192.6666667	217.75	220	missing	missing	missing	missing	missing	missing	-27.33333333	-2.25	-2.25	25.08333333	10	2	1	0	0	1	1.3	36.75767794	28.3443	1.452465736	44.3152	1.646552714	3.101540957	0.491577521	-1.522878745	0.113943352	15	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
471	Lyonia_ligustrina	Lyonia	ligustrina	1	5	4	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	4	127	-46	missing	missing	missing	missing	missing	missing	169.3333333	171.4375	176.6666667	missing	missing	missing	missing	missing	missing	-7.333333333	-5.229166667	-5.229166667	2.104166667	7	3	1	0	0	1	0.3	36.62259621	27.1906	1.434418791	44.9768	1.652988553	3.664362098	0.563998382	missing	-0.522878745	11.26942767	0.602059991	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
445	Lysimachia_quadrifolia	Lysimachia	quadrifolia	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.9	127	-46	missing	missing	missing	missing	missing	4.4	167.75	164.5625	171.3333333	-0.6	0.6	-0.6	-0.6	-0.6	0.6	-3.583333333	-6.770833333	-6.770833333	-3.1875	10	2	1	0	0	0	1.3	39.47131684	32.9969	1.518473141	46.6312	1.668676592	3.01859572	0.479804952	0.643452676	0.113943352	11.26942767	-0.045757491	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
449	Lysimachia_thyrsiflora	Lysimachia	thyrsiflora	1	1	2	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.7	213	-52	missing	missing	missing	missing	missing	missing	168	167.5	169	missing	missing	missing	missing	missing	missing	-1	-1.5	-1.5	-0.5	10	2	1	0	0	0	0.6	43.7049583	37.4689	1.573670943	59	1.770852012	2.64879067	0.423047638	missing	-0.22184875	14.59451952	-0.15490196	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
21	Medeola_virginiana	Medeola	virginiana	1	5	5	5	0	0	0	0	0	0	0	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.7	127	-52	missing	missing	missing	missing	missing	6.535	155	155.4666667	158	-0.3	0.3	-0.3	-0.3	-0.3	0.3	-3	-2.533333333	-2.533333333	0.466666667	7	3	1	0	0	1	1.3	39.32738481	30.2328	1.480478371	47.1604	1.67357748	3.412509157	0.533073825	0.815245592	0.113943352	11.26942767	-0.15490196	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
801	Mikania_scandens	Mikania	scandens	1	5	4	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	110	-43	3	2	2	3	0	0.38	218.4	missing	213	missing	missing	missing	missing	missing	missing	5.4	missing	missing	missing	10	2	1	0	0	1	0.6	34.28912115	24.42	1.38774566	43.994	1.64339345	3.865864887	0.587246671	-0.420216403	-0.22184875	10.48808848	0	5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
167	Moehringia_lateriflora	Moehringia	lateriflora	1	5	5	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	0.2	missing	missing	missing	missing	missing	missing	missing	0.462	153.6	144	152	-0.3	0.3	-0.5	-0.5	-0.5	0.5	1.6	-8	-8	-9.6	10	2	1	0	0	1	1.3	44.06474523	37.3202	1.571943962	68.5	1.835690571	4.331925774	0.636681007	-0.335358024	0.113943352	missing	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
452	Monotropa_uniflora	Monotropa	uniflora	1	5	5	5	0	0	0	0	0	0	0	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.2	127	-52	missing	missing	missing	missing	missing	missing	204.6666667	193.5625	179.6666667	-0.3	0.3	-0.3	-0.3	-0.3	0.3	25	13.89583333	13.89583333	-11.10416667	7	3	1	0	0	1	1.9	39.54156396	26.6414	1.425557043	53	1.72427587	4.313756054	0.634855582	missing	0.278753601	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
377	Morella_pensylvanica	Morella	pensylvanica	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	missing	missing	missing	missing	missing	missing	missing	8.247	173.5	147.6153846	143.5	missing	missing	missing	missing	missing	missing	30	4.115384615	4.115384615	-25.88461538	8	1	0	2	0	0	0.3	41.10843723	35.6899	1.552545331	45.4029	1.657083593	1.832532026	0.263051573	0.916295995	-0.522878745	missing	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
119	Nelumbo_lutea	Nelumbo	lutea	1	2	2	2	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	5	missing	missing	missing	missing	missing	3	3	130	-43	2	2	2	2	3	missing	missing	missing	211.3333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	25.4	36.80641446	26.1495	1.417463389	45.4601	1.657630387	4.050552312	0.607514245	missing	1.404833717	11.40175425	0.477121255	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
534	Orobanche_uniflora	Orobanche	uniflora	1	4	2	4	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	0.1	127	-52	missing	missing	missing	missing	missing	0.003	151.5	missing	150	missing	missing	missing	missing	missing	missing	1.5	missing	missing	missing	7	3	1	0	1	1	2.5	40.05002085	28.301	1.451801781	48.967	1.689903497	3.418559961	0.533843202	-2.522878745	0.397940009	11.26942767	-1	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
10	Peltandra_virginica	Peltandra	virginica	1	4	5	4	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.3	127	-52	missing	missing	missing	missing	missing	missing	179.6666667	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	1	0	0	20.3	36.69806941	25.1171	1.399969495	47.7257	1.678752307	4.739407023	0.675724008	missing	1.307496038	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
