phylonum	name	genus	name	ThorPA	HosmerAbun	EatonAbun	PrimackAbun	Hosmer01	HomserData2	HosmerData3	HosmerData4	Waif1	Waif2	DeltaAbun_cont	Deer1	Deer2	DeerSp	PrimPA	Native	IPANEinvstat	IPANEinvstatAll	IPANEinvstat1	IPANEinvstatNat	Habitat	Habitat1_4	Habitat1	Habitat2	Habitat3	Habitat4	duration	height	minffd	mintemp	sdabun	sdperiod	sdsprdrate	sdvigor	vegsprdrate	seedwt	ThorMFD	HosmMFD	PrimMFD	SpringTemp	absSpringTemp	mWinterTemp	comWinterTemp\	WinterTemp	absWinterTemp	TPdeltaFlwr	HPdeltaFlwr	HPdeltaFlwr_2	THdeltaFlwr	syndrome1	syndrome2	syndromeBinary	sexuality	symmetry	nectaries	size	AvgLat	MinLat	tMinLat	MaxLat	tMaxlat	SDLat	tSDLat	tseedwt	tsize	tminffd	theight	habit	HabiatBinary	GF	Decid_Egreen	Needle_Broad	C3C4	N2fixer	logLL	logLMA	logNmass	logNarea	logPmass	logParea	logAmass	logAarea	logGs	logRdmass	logRdarea
43	Yucca_filamentosa	Yucca	filamentosa	0	0	0	1	1	1	0	0	0	0	1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	5	3	1	0	0	1	6.4	35.55788527	25.8737	1.412858538	44.4752	1.64811791	3.715688473	0.570039295	missing	0.806179974	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
386	Acer_negundo	Acer	negundo	0	0	2	2	1	0	1	0	0	0	2	yes	yes	missing	1	0	1	0	missing	0	2	2	0	1	0	0	3	60	100	-43	3	2	2	1	2	15.7	missing	128.7857143	115.6666667	missing	missing	missing	missing	missing	missing	missing	13.11904762	13.11904762	missing	8	1	0	2	0	0	0.5	38.97351506	28.0581	1.448058259	48.8093	1.688502579	4.286963481	0.632149784	1.195899652	-0.301029996	10	1.77815125	1	0	T	D	B	C3	N	missing	1.568636236	0.397940009	-0.033423755	-0.769551079	-1.200914843	missing	missing	missing	missing	missing
361	Amelanchier_humilis	Amelanchier	humilis	1	0	2	2	1	1	0	1	0	0	2	no	no	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	127	-50	missing	missing	missing	missing	missing	4	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	44.15799197	36.9276	1.567351083	51.567	1.712371866	2.84486879	0.454062241	0.602059991	0.113943352	11.26942767	0.176091259	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
360	Amelanchier_laevis	Amelanchier	laevis	1	0	2	2	1	1	0	1	0	0	2	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	40	85	-52	3	1	1	1	0	5.4	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	42.34682605	34.7538	1.541002298	50.633	1.70443366	3.368577273	0.527446514	0.73239376	0.113943352	9.219544457	1.602059991	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
277	Amorpha_fruticosa	Amorpha	fruticosa	0	0	2	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	3	18	100	-38	3	2	2	2	0	7.7	missing	missing	167	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	0.6	37.47112598	26.0829	1.416355876	48.7757	1.688203511	4.581074282	0.660967334	0.886490725	-0.22184875	10	1.255272505	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
536	Campsis_radicans	Campsis	radicans	0	0	1	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	2	2	-13	3	2	1	3	1	4.3	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	3	3	1	0	1	1	7.6	36.46406482	27.1906	1.434418791	46.9271	1.671423717	3.457892829	0.538811529	0.633468456	0.880813592	1.414213562	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
152	Chenopodium_rubrum	Chenopodium	rubrum	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	1	3	3	-52	3	2	2	2	0	0.2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	8	1	0	0	0	0	0.3	43.31691659	33.9658	1.531041848	53.5	1.728353782	3.733774181	0.572148048	-0.698970004	-0.522878745	1.732050808	0.477121255	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
788	Coreopsis_lanceolata	Coreopsis	lanceolata	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	180	-8	3	3	3	3	0	1.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	36.92790746	19.5975	1.292200673	46.9836	1.67194629	4.288799774	0.632335771	0.176091259	0.278753601	13.41640786	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
433	Cornus_florida	Cornus	florida	1	0	1	2	1	0	1	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	40	150	-46	2	1	1	2	0	83.899	143.1666667	135.3571429	137.75	missing	missing	missing	missing	missing	missing	5.416666667	-2.392857143	-2.392857143	-7.80952381	10	2	1	0	0	1	5.1	36.77701907	27.4814	1.439038853	44.6871	1.650182172	3.491291332	0.54298609	1.923756784	0.707570176	12.24744871	1.602059991	missing	missing	T	D	B	C3	N	0.748188027	1.966576245	0.146128036	0.11270428	missing	missing	1.929418926	0.86332286	0	missing	missing
751	Euthamia_caroliniana	Euthamia	caroliniana	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	202	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.6	33.81822232	26.0829	1.416355876	43.3201	1.63668945	3.955334118	0.597183175	missing	-0.22184875	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
336	Geum_laciniatum	Geum	laciniatum	1	0	4	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3.1	130	-52	3	2	2	2	0	1.134	188.5	missing	177.5	missing	missing	missing	missing	missing	missing	11	missing	missing	missing	10	2	1	0	0	1	1.3	41.35386462	36.0787	1.557250881	47.5784	1.677409833	1.921708702	0.283687557	0.054613055	0.113943352	11.40175425	0.491361694	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
794	Helianthus_annuus	Helianthus	annuus	1	0	2	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	1	9	80	-47	3	2	2	1	0	48.591	215	missing	246	missing	missing	missing	missing	missing	missing	-31	missing	missing	missing	10	2	1	0	0	1	15.2	39.23251403	19.5975	1.292200673	50.41	1.702516697	4.889261587	0.689243274	1.686555837	1.181843588	8.94427191	0.954242509	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
793	Helianthus_sp.	Helianthus	sp.	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
628	Hydrocotyle_americana	Hydrocotyle	americana	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.1	127	-52	missing	missing	missing	missing	missing	missing	188.3333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.3	41.65823478	34.8887	1.542684787	46.9792	1.671905617	2.654293392	0.423948926	missing	-0.522878745	11.26942767	-1	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
260	Hypericum_ellipticum	Hypericum	ellipticum	1	0	5	2	1	0	1	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.5	127	-52	missing	missing	missing	missing	missing	0.03	185.75	195.4375	176	missing	missing	missing	missing	missing	missing	9.75	19.4375	19.4375	9.6875	10	2	1	0	0	0	1.9	43.11003809	36.4578	1.561790458	48.7	1.687528961	2.502353869	0.398348725	-1.522878745	0.278753601	11.26942767	-0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
262	Hypericum_mutilum	Hypericum	mutilum	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	2	2.6	140	-52	2	2	1	2	0	0.02	198.5	missing	204.3333333	missing	missing	missing	missing	missing	missing	-5.833333333	missing	missing	missing	10	2	1	0	0	0	0.6	37.24097466	19.5975	1.292200673	49.433	1.694016968	4.155148255	0.618586524	-1.698970004	-0.22184875	11.83215957	0.414973348	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
271	Lupinus_polyphyllus	Lupinus	polyphyllus	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	20.27	missing	missing	168	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	0	1.3	45.48797417	36.96	1.567731963	55.717	1.745987724	2.949746848	0.469784746	1.306853749	0.113943352	missing	missing	missing	missing	H	missing	missing	missing	Y	missing	1.503790683	0.474216264	-0.023356616	missing	missing	missing	missing	missing	missing	missing
444	Lysimachia_ciliata	Lysimachia	ciliata	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	1.248	203.4	missing	193.6666667	missing	missing	missing	missing	missing	missing	9.733333333	missing	missing	missing	10	2	1	0	0	0	2.5	40.77685612	30.2137	1.480203913	52.85	1.723044992	3.653477707	0.562706462	0.096214585	0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
185	Mirabilis_nyctaginea	Mirabilis	nyctaginea	0	0	1	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	5	missing	missing	171	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	1	40.67428462	28.3443	1.452465736	49.667	1.696067928	3.493922898	0.543313317	0.698970004	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
131	Polygonum_careyi	Polygonum	careyi	1	0	4	2	1	1	0	1	0	0	2	yes	yes	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	1.2	127	-47	missing	missing	missing	missing	missing	missing	207.3333333	missing	205.3333333	missing	missing	missing	missing	missing	missing	2	missing	missing	missing	10	2	1	0	0	1	0.3	42.35022103	30.4569	1.483685697	46.5902	1.668294575	2.036286377	0.308838856	missing	-0.522878745	11.26942767	0.079181246	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
683	Prenanthes_trifoliolata	Prenanthes	trifoliolata	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1.2	127	-47	missing	missing	missing	missing	missing	missing	missing	missing	213	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	40.3485032	32.7407	1.51508796	50.117	1.699985066	3.13135879	0.495732832	missing	0.113943352	11.26942767	0.079181246	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
379	Ptelea_trifoliata	Ptelea	trifoliata	0	0	1	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	25	165	-33	3	2	2	1	0	22.3	missing	missing	169.3333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	5.1	37.18297995	27.9598	1.446534061	45.0191	1.653396809	3.868025473	0.587489325	1.348304863	0.707570176	12.84523258	1.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
458	Pyrola_americana	Pyrola	americana	1	0	5	2	1	1	0	1	0	0	2	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.3	missing	missing	missing	missing	missing	missing	missing	0.007	183.3333333	missing	180	missing	missing	missing	missing	missing	missing	3.333333333	missing	missing	missing	10	2	1	0	0	0	0.6	41.52268475	34.6194	1.539319537	48.7675	1.688130493	2.868102686	0.457594696	-2.15490196	-0.22184875	missing	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
375	Quercus_ilicifolia	Quercus	ilicifolia	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	5	225	-45	missing	missing	missing	missing	missing	647.989	137.75	missing	138	missing	missing	missing	missing	missing	missing	-0.25	missing	missing	missing	8	1	0	1	0	0	0.3	40.51600819	35.2774	1.547496569	44.5661	1.64900463	1.897668502	0.278220349	2.811567634	-0.522878745	15	0.698970004	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
296	Robinia_hispida	Robinia	hispida	0	0	2	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	20	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	2.5	37.15908809	29.676	1.472405362	47.6403	1.677974488	3.50021035	0.544094145	1.301029996	0.397940009	missing	missing	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
339	Rubus_odoratus	Rubus	odoratus	1	0	1	2	1	1	0	1	0	0	2	yes	yes	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	5	90	-52	2	2	1	1	1	0.92	170	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	3.8	40.52419898	34.6454	1.53964558	46.6644	1.668985686	2.737047736	0.437282372	-0.036212173	0.579783597	9.486832981	0.698970004	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
618	Solanum_carolinense	Solanum	carolinense	0	0	1	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	0.5	missing	missing	166.25	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	2.5	37.50532159	26.8983	1.429724833	46.9836	1.67194629	3.581197417	0.554028263	-0.301029996	0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
619	Solanum_ptycanthum	Solanum	ptycanthum	1	0	2	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.6	missing	missing	missing	missing	missing	missing	missing	0.73	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	1.3	37.97422129	25.1171	1.399969495	48.7757	1.688203511	4.992629955	0.698329378	-0.13667714	0.113943352	missing	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
73	Sparganium_americanum	Sparganium	americanum	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	3.2	95	-52	2	1	3	3	3	missing	183.5	missing	182	missing	missing	missing	missing	missing	missing	1.5	missing	missing	missing	8	1	0	1	0	0	2.5	38.42996485	27.3406	1.436808041	48.567	1.686341278	4.298089038	0.633275408	missing	0.397940009	9.746794345	0.505149978	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
159	Spergularia_salina	Spergularia	salina	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	0.048	missing	missing	138	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.4	39.98865355	26.4937	1.423142614	61	1.785329835	5.95125207	0.774608346	-1.318758763	-0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
544	Stachys_palustris	Stachys	palustris	1	0	1	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3	125	-47	2	2	2	2	1	0.81	missing	missing	188.3333333	missing	missing	-0.094656278	-0.094656278	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	1.6	43.57030254	37.2193	1.570768201	58.8	1.769377326	2.933656613	0.467409278	-0.091514981	0.204119983	11.18033989	0.477121255	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
759	Symphyotrichum_lateriflorum	Symphyotrichum	lateriflorum	1	0	5	2	1	1	0	1	0	0	2	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	266	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	38.64158651	28.3443	1.452465736	51.967	1.715727646	4.354163022	0.638904685	missing	0.113943352	missing	0.079181246	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
79	Tradescantia_ohiensis	Tradescantia	ohiensis	0	0	0	2	1	1	0	0	0	0	2	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	170.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	0	3.8	37.22599767	27.1945	1.434481078	46.6312	1.668676592	4.228177789	0.626153241	missing	0.579783597	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
242	Viola_bicolor	Viola	bicolor	0	0	0	2	1	1	0	0	0	0	2	no	yes	yes	1	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	109.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	1.3	36.83579122	28.3443	1.452465736	45.8469	1.661309976	2.539568698	0.404759965	missing	0.113943352	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
250	Viola_brittoniana	Viola	brittoniana	1	0	3	2	1	0	1	1	0	0	2	no	yes	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.1	225	-36	missing	missing	missing	missing	missing	missing	140	113.1875	134.6666667	missing	missing	missing	missing	missing	missing	5.333333333	-21.47916667	-21.47916667	-26.8125	7	3	1	0	1	1	1.9	38.54588932	33.6166	1.526553787	43.9076	1.642539699	2.432297732	0.386016735	missing	0.278753601	15	-1	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
252	Viola_macloskeyi	Viola	macloskeyi	0	0	5	2	1	1	0	0	0	0	2	no	yes	missing	1	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	0.469	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	1.3	42.64217218	31.1868	1.493970815	53.2	1.725911632	3.431433981	0.535475648	-0.328827157	0.113943352	missing	missing	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
359	Amelanchier_arborea	Amelanchier	arborea	0	0	1	4	1	1	0	0	0	0	4	no	no	no	1	0	1	0	missing	0	1	1	1	0	0	0	3	50	50	-33	2	1	2	1	0	5.68	missing	missing	116	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	38.48278715	30.2328	1.480478371	47.7257	1.678752307	3.704954068	0.568782828	0.754348336	0.113943352	7.071067812	1.698970004	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
537	Catalpa_bignonioides	Catalpa	bignonioides	0	0	0	4	1	0	1	0	0	0	4	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	66	66	-18	2	2	1	2	0	24.9	missing	179.4545455	174	missing	missing	missing	missing	missing	missing	missing	5.454545455	5.454545455	missing	7	3	1	0	1	1	4	35.92609924	28.553	1.455651745	43.2872	1.636359495	3.932206175	0.594636281	1.396199347	0.602059991	8.124038405	1.819543936	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
538	Catalpa_speciosa	Catalpa	speciosa	0	0	2	4	1	1	0	0	0	0	4	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	60	60	-38	2	3	1	2	2	14.91	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	1	6.4	38.05938415	28.796	1.459332165	46.9271	1.671423717	2.979848985	0.474194255	1.173477643	0.806179974	7.745966692	1.77815125	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
325	Crataegus_macrosperma	Crataegus	macrosperma	1	0	2	4	1	1	0	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	8	213	-52	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	42.01301153	31.8647	1.503309834	47.4773	1.676486013	3.179222787	0.502320963	missing	0.278753601	14.59451952	0.903089987	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
284	Desmodium_canadense	Desmodium	canadense	1	0	5	4	1	0	1	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	2	127	-52	missing	missing	missing	missing	missing	5.505	212.3333333	219.7333333	200	-0.3	0.3	-0.3	-0.3	-0.3	0.3	12.33333333	19.73333333	19.73333333	7.4	7	3	1	0	1	1	1.3	41.90444527	34.0253	1.531801963	48.7757	1.688203511	2.419344841	0.383697775	0.740757323	0.113943352	11.26942767	0.301029996	3	1	H	missing	B	C3	Y	0.387292287	1.801342913	0.369215857	0.173186268	missing	missing	2.281442457	1.08278537	2.409933123	1.204119983	-0.13076828
258	Hypericum_punctatum	Hypericum	punctatum	1	0	5	4	1	0	1	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3	95	-52	2	2	1	2	0	missing	207.4	186.5	204	missing	missing	missing	missing	missing	missing	3.4	-17.5	-17.5	-20.9	10	2	1	0	0	0	1.6	38.34481867	27.9598	1.446534061	46.9462	1.671600445	3.341320319	0.523918112	missing	0.204119983	9.746794345	0.477121255	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
677	Lactuca_biennis	Lactuca	biennis	1	0	5	4	1	0	1	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	2	127	-52	missing	missing	missing	missing	missing	0.9	219.75	202.1538462	216	missing	missing	missing	missing	missing	missing	3.75	-13.84615385	-13.84615385	-17.59615385	10	2	1	0	0	1	1.9	42.23948751	35.1263	1.545632406	59	1.770852012	3.432953217	0.535667885	-0.045757491	0.278753601	11.26942767	0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
560	Lycopus_uniflorus	Lycopus	uniflorus	0	0	4	4	1	1	0	0	0	0	4	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	0.217	missing	missing	208	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	1	1	0.3	42.83625186	35.0583	1.544790853	55.917	1.747543863	2.914011635	0.464491281	-0.663540266	-0.522878745	missing	missing	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
447	Lysimachia_terrestris	Lysimachia	terrestris	1	0	5	4	1	0	1	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.8	127	-52	missing	missing	missing	missing	missing	0.577	176.6666667	176.625	176.3333333	-0.8	0.8	-0.8	-0.8	-0.8	0.8	0.333333333	0.291666667	0.291666667	-0.041666667	10	2	1	0	0	0	1.3	42.1777534	33.6648	1.527176039	53.2	1.725911632	3.131139748	0.495702451	-0.238824187	0.113943352	11.26942767	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
329	Photinia_floribunda	Photinia	floribunda	1	0	4	4	1	1	0	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	5	missing	missing	missing	missing	missing	missing	missing	missing	145.8	missing	131	missing	missing	missing	missing	missing	missing	14.8	missing	missing	missing	10	2	1	0	0	1	1.3	41.49789831	34.3587	1.536036723	49.104	1.691116871	2.416156289	0.383125023	missing	0.113943352	missing	0.698970004	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
371	Pilea_pumila	Pilea	pumila	1	0	2	4	1	1	0	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	1	0.5	127	-47	missing	missing	missing	missing	missing	3.228	215.3333333	missing	209	missing	missing	missing	missing	missing	missing	6.333333333	missing	missing	missing	8	1	0	1	0	0	0.3	38.92194358	28.514	1.455058145	47.9189	1.68050684	3.504579871	0.544635962	0.508933526	-0.522878745	11.26942767	-0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
343	Rosa_palustris	Rosa	palustris	1	0	5	4	1	1	0	1	0	0	4	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	8.2	95	-52	2	2	1	2	2	4.18	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	0	5.1	39.08015094	27.9026	1.445644673	47.4773	1.676486013	3.676095143	0.565386743	0.621176282	0.707570176	9.746794345	0.913813852	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
